,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
104,"[-0.01834798515760897, 0.38042915032016855]","[-0.020936614309572395, 0.3826704815519844]","[-0.017909629819842107, 0.44253459448676175]","[-0.016320374856960224, 0.378787691008322]","[-0.018833607868681435, 0.33346715680945976]","[0.01771154379775437, 0.4093558273078663]","[0.014951997059326417, 0.4148118527797452]","[0.017862151203792368, 0.4888271449168737]","[0.021663109872735717, 0.4050401817640121]","[0.01754742846763524, 0.3524372035495893]",[-0.0019291043281555176],[0.0009506344795227051],"[0.5619012117385864, 0.4687250852584839]","[157, 894]"
105,"[-0.01855731122832294, 0.3814919343713767]","[-0.021093890985734737, 0.38337718655470254]","[-0.018058734603726943, 0.44310728199537947]","[-0.016570699658153477, 0.3800291515898841]","[-0.01913536546004439, 0.33468541024130116]","[0.01782537039007575, 0.4097068658094437]","[0.01509922211205695, 0.41597505731705375]","[0.01800428783615492, 0.4889208277385046]","[0.021689660130335187, 0.4044607507081074]","[0.01763342572425075, 0.35282262517274543]",[-0.002167642116546631],[0.0009827613830566406],"[0.5608891844749451, 0.4696035087108612]","[157, 894]"
106,"[-0.018029705020609313, 0.37681844204210085]","[-0.02038536342997343, 0.3784801527128081]","[-0.017501050660720892, 0.43434959113720933]","[-0.01618463310758919, 0.37526889022169313]","[-0.018665203913201013, 0.3324814189250575]","[0.01709970973369511, 0.40483476297679843]","[0.014482322377771646, 0.41092461675584663]","[0.017256567172975103, 0.4815940478648335]","[0.0208066090481729, 0.3997720558426773]","[0.016927148304151356, 0.34946799932094047]",[-0.0021030306816101074],[0.0009673237800598145],"[0.5604152083396912, 0.4680575132369995]","[157, 894]"
107,"[-0.01936763655175924, 0.38221306662509463]","[-0.022090264249881142, 0.3838801272477196]","[-0.018902626510584705, 0.4443056951187487]","[-0.01724012357467327, 0.381000425722973]","[-0.01989685563230198, 0.33505858871531996]","[0.01871811252286683, 0.4098410991977634]","[0.015783137527294454, 0.41623850599543544]","[0.0189351065391057, 0.49188686725493613]","[0.02293963370757194, 0.4045964329952632]","[0.018492659407068575, 0.35154490203578564]",[-0.0019759535789489746],[0.0009472370147705078],"[0.5603168606758118, 0.4711047410964966]","[157, 894]"
108,"[-0.019725416773498546, 0.38247959698294476]","[-0.022340180030728032, 0.38412411695323856]","[-0.019169249868355564, 0.4420119753152013]","[-0.017673145325129747, 0.3810709483750193]","[-0.020382524783695316, 0.33683019145712306]","[0.018951122020592612, 0.4120817843866171]","[0.0159815834391185, 0.4183834832055415]","[0.019159942311588934, 0.49437802640274725]","[0.023212819967167266, 0.4069867880027139]","[0.01873126030702279, 0.35358897214702084]",[-0.0020404458045959473],[0.000919640064239502],"[0.5601253509521484, 0.4709516167640686]","[157, 894]"
109,"[-0.02184618232204027, 0.3811755116310178]","[-0.024912967717794735, 0.38335861150003087]","[-0.02126072924880772, 0.44260223206438365]","[-0.019457253527621506, 0.379485491673935]","[-0.022516857125418614, 0.3345154532457706]","[0.020952859789763786, 0.4119563771278327]","[0.017651432832418063, 0.4188799713851819]","[0.02120891307147861, 0.49488814477595094]","[0.02570184007693192, 0.40626911099629587]","[0.02068705588189331, 0.3531468373760837]",[-0.0020787715911865234],[0.0008959770202636719],"[0.5601255297660828, 0.47134318947792053]","[157, 894]"
110,"[-0.021843443316686157, 0.3824032293552744]","[-0.02493017089328166, 0.38450621274217806]","[-0.02128836495887085, 0.44449011525518206]","[-0.019435600441604528, 0.38085979758225175]","[-0.02246941230419555, 0.3353321058584049]","[0.020977330993797914, 0.41419883063894086]","[0.01762933322487561, 0.42128351113021173]","[0.021234962271427155, 0.49875921572858084]","[0.025827626878852046, 0.4084043651602072]","[0.02071046331847663, 0.3544611904332715]",[-0.0021098852157592773],[0.0009015202522277832],"[0.5601388216018677, 0.47183820605278015]","[157, 894]"
111,"[-0.023076256760584078, 0.38197727562898637]","[-0.026233312360452277, 0.38382258677037884]","[-0.022443264733026748, 0.4421176371062219]","[-0.020611894799068074, 0.3805390750365685]","[-0.023813724646652604, 0.3360792085171989]","[0.02202895570423905, 0.41421597274719674]","[0.018512599915466155, 0.4209915983438352]","[0.02228859674905478, 0.5006493573423763]","[0.027124091287648835, 0.4087632884917639]","[0.021755793133696737, 0.35354539798944756]",[-0.0020222067832946777],[0.0009049177169799805],"[0.5599877238273621, 0.4718480110168457]","[157, 894]"
112,"[-0.023325911216980973, 0.3826625385562394]","[-0.02654949779239481, 0.38471014438744805]","[-0.02274699525683212, 0.44387464157778334]","[-0.020801411095279543, 0.3812025237286156]","[-0.023983197910659657, 0.3361110387591347]","[0.022342223862681178, 0.41447967366243454]","[0.018751360171269642, 0.42152175577389306]","[0.02261572853088187, 0.5007302992013698]","[0.027565853120905228, 0.4087857101844684]","[0.02205385731247394, 0.35393100486798085]",[-0.0020250678062438965],[0.0009123086929321289],"[0.5599780678749084, 0.47217893600463867]","[157, 894]"
113,"[-0.02270452328253537, 0.38374123632260126]","[-0.02604344921484435, 0.38619599281797046]","[-0.02221787304737367, 0.44773906557147825]","[-0.020117896768748814, 0.38196438028462537]","[-0.023246002826752363, 0.3354724277362628]","[0.02149551789941394, 0.4157070887445614]","[0.018134519562584033, 0.42250805806530445]","[0.021744108130636222, 0.5001774767426453]","[0.026326881951111915, 0.41017933180845556]","[0.02123999675776415, 0.35595598600459105]",[-0.002053380012512207],[0.0009450316429138184],"[0.5600078105926514, 0.47297900915145874]","[157, 894]"
114,"[-0.022118029458686576, 0.38316502159017335]","[-0.025253878250340055, 0.38536558742330357]","[-0.021569460206504257, 0.44531799824597496]","[-0.019681235370318285, 0.3814114750449765]","[-0.022747654761384257, 0.335950352130508]","[0.021038841412895443, 0.41503256102132674]","[0.017763965183086962, 0.4216695928541221]","[0.02128225625140516, 0.49857443227310777]","[0.025731091294860276, 0.40966386031489904]","[0.020789346054947366, 0.35582136747145604]",[-0.00207597017288208],[0.0009801387786865234],"[0.5602717399597168, 0.47258657217025757]","[157, 894]"
115,"[-0.0201215954041549, 0.38829688146053376]","[-0.02301805690773159, 0.39088206471164694]","[-0.019645623726761086, 0.4537860116139666]","[-0.017867261424550075, 0.38653477233569533]","[-0.02065068068735844, 0.33914615412096744]","[0.019397943608685016, 0.41847380473714557]","[0.016347367602603514, 0.42468121721965124]","[0.019594965244222433, 0.5031969237805756]","[0.023783963533331107, 0.41343574977570996]","[0.01918761193335081, 0.35842740725350325]",[-0.0021649599075317383],[0.0008503198623657227],"[0.562038779258728, 0.4738108217716217]","[157, 894]"
116,"[-0.020509094228002945, 0.3853778846185088]","[-0.023348463107181874, 0.38727001341029677]","[-0.019968134590677804, 0.44698425328686864]","[-0.01829505677697157, 0.38399138832104635]","[-0.021132737513564565, 0.3384449099670343]","[0.01977182330061834, 0.41614047134536924]","[0.016669357084235146, 0.4229913909842238]","[0.019980438162614973, 0.4986426728054692]","[0.02422075856818301, 0.41047041083700003]","[0.019549429112680095, 0.35737095607857994]",[-0.0021695494651794434],[0.0008574128150939941],"[0.5619091391563416, 0.47283685207366943]","[157, 894]"
117,"[-0.020169093574095964, 0.3905038430706842]","[-0.02325558916340254, 0.39276576047184547]","[-0.01977135596595309, 0.4561197451232993]","[-0.01781505932704677, 0.38841588105623565]","[-0.020622941134581553, 0.3409228538600652]","[0.018961526476540137, 0.41695377689030805]","[0.016013684616889096, 0.42366962076281267]","[0.019122073256548317, 0.5001706208424381]","[0.023207824933293365, 0.41124773988952834]","[0.018794896047284994, 0.3578125918142319]",[-0.00163191556930542],[0.000889897346496582],"[0.5650702714920044, 0.4741631746292114]","[157, 894]"
118,"[-0.02103300798396474, 0.38971957994691636]","[-0.024381796226347126, 0.39181850383483957]","[-0.020628961887774636, 0.4552219303192441]","[-0.018511179783939846, 0.3877273106420228]","[-0.02149817906535612, 0.34010879041874814]","[0.019692914793857083, 0.41603792512021304]","[0.016604185353562458, 0.42301911101567535]","[0.019858431313819758, 0.4985496627529052]","[0.02414985809286926, 0.4101084750299254]","[0.01951899899303294, 0.3573166787082186]",[-0.0018018484115600586],[0.0009089112281799316],"[0.5646218061447144, 0.47382450103759766]","[157, 894]"
119,"[-0.023864721902507203, 0.3898662503003993]","[-0.02965663034817679, 0.39217355449790303]","[-0.023480483440227972, 0.45926178752137703]","[-0.019932069421349893, 0.38781278512853445]","[-0.024236640557241663, 0.3387647481443339]","[0.016029173709904688, 0.42913639183279473]","[0.014014263783860165, 0.4346823366451231]","[0.016166630815331578, 0.511033597252976]","[0.01882188455470388, 0.42418653511027565]","[0.015929021823878082, 0.36961405173068496]",[-0.002054154872894287],[0.0008469820022583008],"[0.5660387873649597, 0.47400104999542236]","[157, 894]"
120,"[-0.02160953939328354, 0.3986088302930347]","[-0.026832197525006627, 0.40093358443797744]","[-0.021238391500829217, 0.4705137392593824]","[-0.018061181589882992, 0.3964711050749548]","[-0.021980265964634205, 0.34586243232619496]","[0.01501943111343496, 0.4348759401142304]","[0.013044079573615596, 0.44061087199173915]","[0.015160201786971809, 0.518073247600651]","[0.017762986365658023, 0.4299449292466357]","[0.014898095585522684, 0.37458302418476386]",[-0.0021376609802246094],[0.0009099245071411133],"[0.5671821236610413, 0.47449448704719543]","[157, 894]"
121,"[-0.023196631905476463, 0.39913790465879806]","[-0.029553341205388342, 0.4018029420238213]","[-0.02293143397619986, 0.4724766118202941]","[-0.019036463756792733, 0.3966007129807967]","[-0.02341708150907429, 0.34541496225097745]","[0.014680957402129444, 0.4403956587743002]","[0.012877530671256545, 0.44656893982083706]","[0.01481393122567124, 0.5266963651824241]","[0.01719317717156376, 0.4348493978220569]","[0.014588724655108234, 0.3776549596806878]",[-0.0020682215690612793],[0.0008019208908081055],"[0.5695534944534302, 0.4761928915977478]","[157, 894]"
122,"[-0.019259742096556984, 0.396774650301445]","[-0.02452647343846357, 0.39891938416698314]","[-0.01902946392292824, 0.4704216594353319]","[-0.01581882096246313, 0.3947351471327589]","[-0.0194557650399563, 0.343062965540349]","[0.01269509924379647, 0.4390413853527805]","[0.011085249265473935, 0.4449105449197369]","[0.012831056728879403, 0.5242637664534012]","[0.014936842124088578, 0.4340399600949325]","[0.012584112557895656, 0.3772294532937921]",[-0.002008795738220215],[0.0006898641586303711],"[0.5712980031967163, 0.4751635789871216]","[157, 894]"
123,"[-0.016463272516013774, 0.39654709988314013]","[-0.021059820523741682, 0.39781169066602334]","[-0.016295490963364787, 0.4704727070659318]","[-0.013478784004812843, 0.3955722411757582]","[-0.016595859927655214, 0.34291787125769074]","[0.010926717305957229, 0.4373188136713911]","[0.009537617238616253, 0.44267684840829213]","[0.011016102762668633, 0.5233882166236857]","[0.01287793785347944, 0.43256229987771205]","[0.010864371267163974, 0.37493927336909477]",[-0.0019949674606323242],[0.0007436871528625488],"[0.5743016004562378, 0.475692480802536]","[157, 894]"
124,"[-0.01756596211830698, 0.3990830467121037]","[-0.02229491143686059, 0.4009564313347368]","[-0.017385910428122882, 0.47406917451169606]","[-0.014465625138354263, 0.39741718007302573]","[-0.017719745628752687, 0.34452226171830375]","[0.011987042920709982, 0.44093737571924047]","[0.01046699233530219, 0.44607817680818684]","[0.012081405655762037, 0.5276118287128523]","[0.014117390408405109, 0.4363915292707346]","[0.011922119265591533, 0.3781262797587684]",[-0.0018426775932312012],[0.0006878972053527832],"[0.5750954747200012, 0.47625869512557983]","[157, 894]"
125,"[-0.018832734737852668, 0.39831369505397585]","[-0.02470205421977169, 0.4003461681567846]","[-0.018599722636068097, 0.4719834793659287]","[-0.015191761599426212, 0.39643700837166795]","[-0.019031778792066585, 0.34471942734225774]","[0.011342146195078926, 0.4316284385081308]","[0.00993755405051495, 0.4363276330786528]","[0.01141509993183098, 0.5112628835324441]","[0.013298792211730975, 0.42722953531702607]","[0.011287316257818843, 0.3728772883893482]",[-0.002064347267150879],[0.000757753849029541],"[0.5752108097076416, 0.47747522592544556]","[157, 894]"
126,"[-0.01815550769772711, 0.39721165883548387]","[-0.023587407845029874, 0.39926030125412754]","[-0.01792354779942066, 0.4712204118345949]","[-0.014729695234470248, 0.3953588293986955]","[-0.018349941537502985, 0.3436429053661283]","[0.01125956150394277, 0.4342862077231801]","[0.009926119295518003, 0.43898578358595897]","[0.011273078680148794, 0.5145601920428065]","[0.013101247759890279, 0.42947785886241996]","[0.011276453234108169, 0.3747142618849041]",[-0.0017537474632263184],[0.0007410645484924316],"[0.5759820938110352, 0.47789710760116577]","[157, 894]"
127,"[-0.016146446645220153, 0.39956053409837483]","[-0.020957801653840796, 0.4011736476921129]","[-0.015998035630779915, 0.4730181316550707]","[-0.013116435776235837, 0.3981533154314324]","[-0.016264635429047537, 0.34614818526480934]","[0.01017462679441067, 0.42690204916322355]","[0.008973550877682404, 0.4312223758379308]","[0.01017254744793767, 0.5026130929335194]","[0.011809548659115744, 0.4223537195674019]","[0.010190398769461281, 0.3698977191135773]",[-0.0018106698989868164],[0.0007698535919189453],"[0.5785056948661804, 0.47694945335388184]","[157, 894]"
128,"[-0.01760321014024025, 0.39675075600640936]","[-0.02284087710292754, 0.398227808755934]","[-0.017424280702197606, 0.4680702076803766]","[-0.014298569657140117, 0.3954559888656247]","[-0.01774555366159586, 0.3445520356164629]","[0.010991525710722745, 0.4295114958876499]","[0.00972449503828465, 0.43370979464487674]","[0.010973491191573823, 0.5062301351394229]","[0.012731080900234887, 0.425113105451635]","[0.011043267412141214, 0.3720460263306796]",[-0.001789689064025879],[0.0007000565528869629],"[0.5776114463806152, 0.4777500629425049]","[157, 894]"
129,"[-0.013405607429691295, 0.3981481220980885]","[-0.017440809687330562, 0.39990345149143897]","[-0.013261329836419918, 0.47302778584006805]","[-0.01087105605590156, 0.396643305553181]","[-0.013522296886479365, 0.34399653211741377]","[0.008531846131560413, 0.42487698162905646]","[0.007459717395045111, 0.42893759885388844]","[0.008548657604754276, 0.501042376606862]","[0.010031980406494754, 0.4209035823268965]","[0.008529204679939478, 0.3680184080934586]",[-0.001889944076538086],[0.0007141232490539551],"[0.5800010561943054, 0.4771423935890198]","[157, 894]"
130,"[-0.015611841882825087, 0.39848196718302403]","[-0.020333675044215887, 0.40019388982359666]","[-0.015416593550110335, 0.47312761717000434]","[-0.012653972330787775, 0.39702576744423784]","[-0.01577858641984629, 0.344508253270516]","[0.009993642925703771, 0.4284343315631687]","[0.008792658008780702, 0.4326085329236143]","[0.009973352488063874, 0.5053366403144716]","[0.011669184068081505, 0.4241010011403177]","[0.010046251718437794, 0.3708983749124133]",[-0.0017240047454833984],[0.0006353855133056641],"[0.5800424814224243, 0.4782402813434601]","[157, 894]"
131,"[-0.013930424310520623, 0.4013020717907707]","[-0.018023295504742628, 0.40270590111295596]","[-0.013777037988633032, 0.4764680261201383]","[-0.011333906578684869, 0.40025104134187195]","[-0.01405388267620684, 0.3468919686739072]","[0.00904812833146516, 0.429450586269728]","[0.00794482149432124, 0.4335991432673428]","[0.00909199104601578, 0.5065223446397623]","[0.010579480316361967, 0.42563233135538336]","[0.009023714739529927, 0.3720245979103666]",[-0.0018080472946166992],[0.0007568001747131348],"[0.5816161632537842, 0.47787344455718994]","[157, 894]"
132,"[-0.016515905015469616, 0.398836230411799]","[-0.021138054400589065, 0.4003606391135048]","[-0.01632613479714902, 0.4725456434945657]","[-0.013518882990975681, 0.39767888662338663]","[-0.016669809407868108, 0.34531632508465576]","[0.010603919261958989, 0.42934585874234565]","[0.00936737156745474, 0.4339952150049257]","[0.010600056992520736, 0.5070717839587042]","[0.012315674367472653, 0.4246210749948802]","[0.010641630617031746, 0.37125602881309705]",[-0.0017279982566833496],[0.0006931424140930176],"[0.5810290575027466, 0.4782349467277527]","[157, 894]"
133,"[-0.015068372079320606, 0.40033889384746907]","[-0.01956050259904291, 0.4016344008629402]","[-0.014934616868217912, 0.4774372203477372]","[-0.012232100263447065, 0.3994010572726948]","[-0.015170034576689223, 0.3448401634292239]","[0.009777737084719091, 0.43230954346553013]","[0.008597455001152313, 0.4367488148202548]","[0.009806424529986892, 0.5112834911006033]","[0.01139683332688318, 0.4279848075988175]","[0.00976403743651316, 0.3734783431655381]",[-0.0016759037971496582],[0.0007355213165283203],"[0.5833368301391602, 0.4788854122161865]","[157, 894]"
134,"[-0.013826089259783238, 0.4014015459694503]","[-0.017896073199703943, 0.4030942963050174]","[-0.013702696838979511, 0.4783357097426774]","[-0.011244647348281211, 0.39999448827651707]","[-0.013922501539535668, 0.34597238373632855]","[0.008947215587186388, 0.43397888493742454]","[0.007898467036500509, 0.4376462213993649]","[0.008941630387083545, 0.5122925474244114]","[0.010392462968341563, 0.43019522466644305]","[0.00897804798342343, 0.37536809028064827]",[-0.0017006993293762207],[0.0006597638130187988],"[0.5827271342277527, 0.47982412576675415]","[157, 894]"
135,"[-0.011906003790489054, 0.4051082400060462]","[-0.015340255219620928, 0.40680367670328194]","[-0.011762015520203646, 0.482432092797359]","[-0.00970828575739344, 0.40376287363079616]","[-0.012021561311423483, 0.3493880849043725]","[0.00799111144728248, 0.4313756901379365]","[0.006998710010088957, 0.43528438658577256]","[0.008023510177942736, 0.5099309833157326]","[0.009368461669354896, 0.4277026325126376]","[0.007971751164713835, 0.3728932842364282]",[-0.001576840877532959],[0.0006593465805053711],"[0.5858150124549866, 0.4797791838645935]","[157, 894]"
136,"[-0.011017285897964703, 0.4022821219795549]","[-0.014144529469386172, 0.4042717222930373]","[-0.01088098364569655, 0.47928956490212754]","[-0.009006230070767207, 0.40054589851677197]","[-0.011133725324339221, 0.34659475154366365]","[0.0075267984785379926, 0.4309021537149298]","[0.006566172057660211, 0.43483363151778964]","[0.007551167391631894, 0.5109478482676995]","[0.008882084000981755, 0.4272444955453913]","[0.007518913283997768, 0.3717653381972625]",[-0.0014758706092834473],[0.0006366968154907227],"[0.5863284468650818, 0.48014044761657715]","[157, 894]"
137,"[-0.012604700240683218, 0.4028382686240749]","[-0.01631513433996054, 0.4043579025440425]","[-0.01245833571271854, 0.4801645904110517]","[-0.010251658888501424, 0.4017091344509227]","[-0.012723811073218797, 0.34719021556361807]","[0.008448597845112012, 0.42706101275092884]","[0.007422872502354833, 0.43106036810961296]","[0.008459128032031476, 0.5034009917631977]","[0.009868146963106861, 0.4232435655346546]","[0.008457186402396913, 0.3699351355260249]",[-0.0015263557434082031],[0.0006398558616638184],"[0.586551308631897, 0.47944143414497375]","[157, 894]"
138,"[-0.011991489394153152, 0.4015800420305123]","[-0.015425144226005903, 0.4034068849833264]","[-0.011855897073215603, 0.4781039079825492]","[-0.00979058685304967, 0.4001021201427523]","[-0.012105062193899625, 0.3463176681127256]","[0.008019950292578109, 0.42804184788407107]","[0.00702982708534325, 0.4316500247963572]","[0.008045819392346071, 0.5063558258742769]","[0.009403188036252908, 0.4247386008810661]","[0.008012508573274619, 0.3699898166188527]",[-0.0015753507614135742],[0.0005956292152404785],"[0.5863449573516846, 0.4800756871700287]","[157, 894]"
139,"[-0.011972804022180426, 0.403709815035107]","[-0.015417580705685477, 0.40517323765731317]","[-0.011870716610780657, 0.4818602105301252]","[-0.00976579105948531, 0.402538527852242]","[-0.012048727824016293, 0.34750729849169265]","[0.008064987315173104, 0.43048347832412504]","[0.007133599498435785, 0.43367124681933844]","[0.00805074795316282, 0.5081893988954375]","[0.009340468875392352, 0.42727752250797735]","[0.00810451820709681, 0.37205935387648786]",[-0.001417994499206543],[0.0006445646286010742],"[0.587179958820343, 0.48054736852645874]","[157, 894]"
140,"[-0.012664037777366095, 0.40573367348002476]","[-0.016278543095664143, 0.40705447862583155]","[-0.012555174399078828, 0.4838637767328951]","[-0.010340990902545978, 0.40470793468792815]","[-0.012744514638537622, 0.34949387222339906]","[0.00853446066213921, 0.4331422949393373]","[0.007522863251702392, 0.43715201589559227]","[0.008547012908806516, 0.512223156731096]","[0.009923670454505054, 0.4293657984769616]","[0.008543306986198998, 0.37410611459558457]",[-0.00152665376663208],[0.0006650686264038086],"[0.5874078869819641, 0.4802984595298767]","[157, 894]"
141,"[-0.009488011984217538, 0.4053332277733873]","[-0.012205108360645806, 0.406486782813759]","[-0.009400017008837823, 0.4830073316681342]","[-0.007741266902644117, 0.40448556853066875]","[-0.009554159616426116, 0.34927914710207103]","[0.006273881814935054, 0.4327088802203076]","[0.00549419128935341, 0.4365573180567067]","[0.006309087712988538, 0.5115160756435104]","[0.007356782759329538, 0.42918753040679614]","[0.0062491525618773676, 0.3741831693182713]",[-0.001862645149230957],[0.0006897449493408203],"[0.5877447128295898, 0.48030632734298706]","[157, 894]"
142,"[-0.010187122464819627, 0.4044341316881886]","[-0.013149453826186644, 0.40646751733218667]","[-0.01008382117036856, 0.4851352813852814]","[-0.008299692475539105, 0.4028031522279411]","[-0.010269166985584896, 0.34708328171456887]","[0.0066756965944272445, 0.43041457490860613]","[0.005875896812483576, 0.43400076537098836]","[0.006675787185001606, 0.5084529887385021]","[0.0077887648276796255, 0.4269121999045629]","[0.006695834442374235, 0.3722034599003441]",[-0.0017847418785095215],[0.0006633400917053223],"[0.5872141718864441, 0.48109811544418335]","[157, 894]"
143,"[-0.009406207550904785, 0.40430439471491825]","[-0.011958910410384832, 0.4056240223368122]","[-0.009319759739269164, 0.4806176803599288]","[-0.007731799691401318, 0.4033074805017112]","[-0.009471383469602525, 0.34902354738260655]","[0.006365631135235016, 0.4293950112776433]","[0.005598963094788251, 0.4323606338838555]","[0.006380197414687624, 0.507900478425628]","[0.0074325871180476065, 0.42668594729849557]","[0.006369485633990312, 0.37099286471113335]",[-0.0013730525970458984],[0.0007293224334716797],"[0.5883398056030273, 0.4810577630996704]","[157, 894]"
144,"[-0.009677796176517662, 0.40239887722984524]","[-0.0123809431389769, 0.4038776648099998]","[-0.009594451408843123, 0.4792548558928969]","[-0.00792412318988425, 0.40133643594779955]","[-0.009737424957298357, 0.3469254105541213]","[0.006519264238040393, 0.42784365723929063]","[0.005723253540782303, 0.4310427970790894]","[0.0065573273385325275, 0.5061735584285012]","[0.007619849054304974, 0.42513654820510977]","[0.006493344557214822, 0.36970741223777664]",[-0.0016150474548339844],[0.0007151961326599121],"[0.5883767008781433, 0.480735719203949]","[157, 894]"
145,"[-0.009615931012525699, 0.40622434718470984]","[-0.012471894570944816, 0.4074755578307244]","[-0.009525726324101405, 0.4842148152005083]","[-0.007814004799227265, 0.4052459965771863]","[-0.009688293109884836, 0.35006970258789244]","[0.0062388069651610634, 0.43218700105569535]","[0.005510026481848314, 0.43562336511778577]","[0.00623435795903886, 0.5116653843598252]","[0.00723385017913339, 0.42863702273454835]","[0.0062563244435755805, 0.3726626440198439]",[-0.0014667510986328125],[0.0006595849990844727],"[0.588294267654419, 0.48027274012565613]","[157, 894]"
146,"[-0.008875090234850206, 0.4087097328080434]","[-0.011518592450672578, 0.409236938009541]","[-0.00880902827588376, 0.48676782514942574]","[-0.00720639419220984, 0.40848587237202955]","[-0.008920373066268514, 0.35248325526734603]","[0.005795148588053909, 0.4365034045277902]","[0.005099437476491207, 0.4402338367704674]","[0.005797322417558672, 0.5177094151558157]","[0.0067466852641653655, 0.4327187266921882]","[0.005800915880910223, 0.3759085054712121]",[-0.0015071630477905273],[0.0006594657897949219],"[0.5887025594711304, 0.480010449886322]","[157, 894]"
147,"[-0.009464209956897708, 0.4231829380642979]","[-0.01223938282998761, 0.42406088199399744]","[-0.009352246658687413, 0.5033016502509254]","[-0.007701318213887077, 0.4229406281603437]","[-0.009550584597314983, 0.3655006769097333]","[0.0060427371857419195, 0.45803825411181454]","[0.0053662263964506535, 0.462317974639993]","[0.0060676071575722496, 0.5450044018645667]","[0.006943560573627661, 0.4531778822355326]","[0.006021835551006482, 0.3926440363132566]",[-0.00130385160446167],[0.0005832910537719727],"[0.5901811122894287, 0.4783633053302765]","[157, 894]"
148,"[-0.013183578290136083, 0.41875486446740817]","[-0.017137897539954643, 0.4203441056410175]","[-0.013020898481474995, 0.49857760445275745]","[-0.010695631875814952, 0.4178098783753648]","[-0.013311525092930118, 0.36138530203865477]","[0.008372185373871825, 0.45157606675721057]","[0.007488599954858429, 0.45512908362636934]","[0.008376699242020749, 0.5341336192623661]","[0.009541795591141034, 0.44710792714540193]","[0.008381146282968795, 0.38856902819602085]",[-0.0011720061302185059],[0.0005400776863098145],"[0.5894202589988708, 0.47825461626052856]","[157, 894]"
149,"[-0.010640224888106243, 0.4232446817690062]","[-0.013894530715880477, 0.42160037557112257]","[-0.010634397193188302, 0.5082809259505208]","[-0.008594401832040145, 0.42495267422073224]","[-0.010609751078770439, 0.3622605083012693]","[0.007073598656161066, 0.464335131765152]","[0.006227393463551755, 0.46969094155216234]","[0.007176345355337734, 0.5642682272806075]","[0.008219505642921034, 0.45956803066967994]","[0.006980312325291629, 0.3929934665540332]",[-0.0017048120498657227],[0.0005485415458679199],"[0.5897859930992126, 0.47132012248039246]","[157, 894]"
150,"[-0.011886462714370763, 0.4235066737953639]","[-0.01547097823054842, 0.42367486734938486]","[-0.011852837449864723, 0.5109626076004203]","[-0.009622904172391995, 0.42354568447092256]","[-0.01187997414175661, 0.3612894605314326]","[0.007846892912364402, 0.4582450094743577]","[0.0069136891357654, 0.46282869903743545]","[0.00795974217709121, 0.5560222617904038]","[0.00911517395028376, 0.4539668284616646]","[0.007744618532428948, 0.38788187728726015]",[-0.0015016794204711914],[0.0005958676338195801],"[0.5889210104942322, 0.4720631539821625]","[157, 894]"
151,"[-0.011066021550800595, 0.4192571824451432]","[-0.014409668116092586, 0.417838322505545]","[-0.011033377776431017, 0.5037525649991874]","[-0.008959984743202882, 0.42089492058593303]","[-0.011062617399553835, 0.35878076266024866]","[0.007417085191699912, 0.4613226933745095]","[0.006530433807869073, 0.4664871026511225]","[0.007537971928695014, 0.565786201031916]","[0.008613175032348565, 0.45660224371798896]","[0.0073035434810189105, 0.3876159975933341]",[-0.001360177993774414],[0.0006069540977478027],"[0.5903205871582031, 0.46842238306999207]","[157, 894]"
152,"[-0.010498897424495736, 0.41911469548012853]","[-0.013586319866445382, 0.41830761120222215]","[-0.010447589052702676, 0.5028722459491418]","[-0.008529164517887891, 0.4203386243951186]","[-0.010514676316847608, 0.35900140872889624]","[0.007003217250567074, 0.45765515645175053]","[0.006148737378218665, 0.4624388196670893]","[0.007110506177539225, 0.5614294840650021]","[0.008162110305536596, 0.4535050217608327]","[0.006904916467923115, 0.3847452563540145]",[-0.0015399456024169922],[0.000607907772064209],"[0.5900822877883911, 0.4677468240261078]","[157, 894]"
153,"[-0.008181768896144604, 0.41978265124962383]","[-0.010653518544479807, 0.4185752254583697]","[-0.008151338751837189, 0.5077587090375149]","[-0.006621890368934775, 0.4213328563287656]","[-0.008183243558225516, 0.357491039812963]","[0.005433944734525302, 0.45604396185712187]","[0.004819215333695243, 0.4608128167423294]","[0.005538257653288014, 0.5520237691219128]","[0.006264751985397252, 0.4512133335845628]","[0.005343603957907461, 0.38609020131919786]",[-0.001540541648864746],[0.0005887746810913086],"[0.590641438961029, 0.46623843908309937]","[157, 894]"
154,"[-0.006764662029345359, 0.4211690583982276]","[-0.00881225560050183, 0.41988591469550557]","[-0.006752257269924, 0.510776625317874]","[-0.005473725808347886, 0.42283411488144407]","[-0.0067538316649704555, 0.3579850551435567]","[0.004496259647934147, 0.45551979964011696]","[0.003988780727180406, 0.46010310840252394]","[0.004588685079200937, 0.5515231699994436]","[0.005181457345695414, 0.4508055381762321]","[0.004414424208667611, 0.38537391606632443]",[-0.0014580488204956055],[0.0006379485130310059],"[0.5905172228813171, 0.46612149477005005]","[157, 894]"
