,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
416,"[-0.009816156061201235, 0.4179785731092909]","[-0.012163734315110595, 0.42006809175697557]","[-0.009814123353439569, 0.5039113505045181]","[-0.008212208887827858, 0.4167892123730771]","[-0.0098055843543903, 0.3565246353337923]","[0.008808728498190012, 0.44784623493147774]","[0.007526524670731659, 0.4527179527517764]","[0.008900643771138918, 0.5447111356202552]","[0.01061088846933977, 0.44353169828497685]","[0.008717787261426364, 0.3798904302482921]",[-0.0011565089225769043],[0.0005556941032409668],"[0.5871859788894653, 0.4697946310043335]","[157, 894]"
417,"[-0.010158625758768832, 0.417638476176784]","[-0.012599173704800556, 0.4197186467317821]","[-0.010183372280830444, 0.5050940268540742]","[-0.008492523654693232, 0.41638439281866274]","[-0.010122168377737627, 0.3554243585753182]","[0.009033481027184912, 0.4474781169662465]","[0.007719238161420535, 0.4522339657889145]","[0.009111110066580963, 0.5434705664484437]","[0.010876853841794277, 0.4432104193480382]","[0.008954029399842712, 0.3799757572758001]",[-0.0014094114303588867],[0.0006511211395263672],"[0.5858135223388672, 0.46973127126693726]","[157, 894]"
418,"[-0.010314441171219131, 0.41706915091156677]","[-0.012741906525230747, 0.4186438043297646]","[-0.010352868178165178, 0.5021309649191508]","[-0.008642117484088068, 0.41617595197680995]","[-0.010263588506272903, 0.35599027739103917]","[0.009113025572135199, 0.4475955584661464]","[0.007778369051970356, 0.45253484767000074]","[0.009194534399189587, 0.5448319641618248]","[0.010987979357955636, 0.44326961823049604]","[0.00902902309355148, 0.37957297945925694]",[-0.0014019012451171875],[0.0006322860717773438],"[0.5856083631515503, 0.4699341654777527]","[157, 894]"
419,"[-0.00901081709235696, 0.4178777667609399]","[-0.011157643947830781, 0.4191255997743408]","[-0.009042791147941924, 0.5046771947613062]","[-0.00754234167692817, 0.4172207622494637]","[-0.008969827698225005, 0.3559847491714962]","[0.008068423221116056, 0.4441749529887928]","[0.006880699652426486, 0.4490114435463855]","[0.008135998345220675, 0.5405247909074188]","[0.0097395519918957, 0.4399416769619634]","[0.007996432129370063, 0.3766750706481912]",[-0.0011684298515319824],[0.0006816387176513672],"[0.5860373973846436, 0.4699452817440033]","[157, 894]"
420,"[-0.008907284099357595, 0.4188399306420987]","[-0.011047053822668523, 0.4202180590637777]","[-0.008929586260325854, 0.5061503859897414]","[-0.007450472344685993, 0.41813689233311024]","[-0.00887762643311647, 0.35663537683280455]","[0.007997875034226458, 0.4446243562836042]","[0.00682379873437752, 0.4494856044584009]","[0.008067619279190382, 0.5418949525674825]","[0.009648415140177285, 0.44033043399998717]","[0.007923544461691662, 0.3766209972549086]",[-0.0011653900146484375],[0.0006581544876098633],"[0.5861878991127014, 0.47016283869743347]","[157, 894]"
421,"[-0.00906223112554313, 0.4187134879870813]","[-0.011227705216266171, 0.4207362564903221]","[-0.009076129404013358, 0.5063973914562337]","[-0.007580573433480025, 0.41739093676023]","[-0.009038229580464803, 0.3563400509211885]","[0.008054108769456246, 0.4487393906089392]","[0.006869914940142606, 0.45309976919095163]","[0.008110855263926091, 0.5478181940386332]","[0.00972124160390515, 0.4448406501377581]","[0.00799312565302844, 0.3796517314991972]",[-0.0012906193733215332],[0.0006512999534606934],"[0.5859400629997253, 0.4696512818336487]","[157, 894]"
422,"[-0.009566321937293957, 0.41744261094942076]","[-0.01181796268854708, 0.4194142508552148]","[-0.009587061780953962, 0.5032271846972259]","[-0.008015794030220869, 0.4160813478179037]","[-0.00953472338012323, 0.35598399769437317]","[0.008460222679801085, 0.44863054863913454]","[0.007218562285513271, 0.4530796412182771]","[0.00852003188633815, 0.5461407530673613]","[0.010204209913179881, 0.44466989053429]","[0.00839530959014938, 0.38030873469063675]",[-0.0014052391052246094],[0.0006715655326843262],"[0.5857276916503906, 0.4697412848472595]","[157, 894]"
423,"[-0.009620178950247539, 0.41708670126776143]","[-0.011891329649949085, 0.418628489166504]","[-0.009664423883130283, 0.5033929077548069]","[-0.008058005361407185, 0.416013079977867]","[-0.009565527146623813, 0.3551828075412639]","[0.008530786437314503, 0.4453980139540341]","[0.007286268788086638, 0.45016249023300675]","[0.00860925562321653, 0.5425754090407994]","[0.010277424757814324, 0.44137779696344015]","[0.008449546688889208, 0.3775432961637603]",[-0.0013186335563659668],[0.0006668567657470703],"[0.5852898955345154, 0.47013503313064575]","[157, 894]"
424,"[-0.010786821264516364, 0.4190768082464772]","[-0.01336199482704183, 0.42072514930351146]","[-0.010821185903095224, 0.5068157146397008]","[-0.009027100395191365, 0.41807518751618195]","[-0.010742210323220624, 0.35649680164735703]","[0.00961598251026714, 0.44638291835805727]","[0.008197643109486367, 0.45134182171251314]","[0.009723822748703207, 0.5465178862828253]","[0.011620769764508581, 0.44200274450057964]","[0.009507098292491363, 0.3769658079526635]",[-0.0012440085411071777],[0.0005881786346435547],"[0.5857821702957153, 0.47002601623535156]","[157, 894]"
425,"[-0.010403915184798896, 0.4206505807292734]","[-0.012825912171216355, 0.42184624523470615]","[-0.01042707225902715, 0.504762964220683]","[-0.008736068063097447, 0.4201180260125043]","[-0.010369604162286885, 0.35988560403316333]","[0.009447053612029249, 0.4483592698897928]","[0.008069174098954772, 0.45314254237501944]","[0.009513818999593533, 0.5430851636808489]","[0.011373072129890669, 0.44415296312343416]","[0.009373628276179267, 0.3814452284171651]",[-0.0012412071228027344],[0.0005886554718017578],"[0.5865178108215332, 0.4716528058052063]","[157, 894]"
426,"[-0.009483441550990832, 0.4214874639475772]","[-0.011667644902120782, 0.42256971616654554]","[-0.009502997844246833, 0.5072539256313804]","[-0.007970589689440116, 0.42117456467622205]","[-0.009452815338425995, 0.35980671051555546]","[0.00862364903708807, 0.45004164566117966]","[0.007350502292256432, 0.4551218956109347]","[0.00868989619274682, 0.546990095430197]","[0.01041475877912235, 0.44556982365891856]","[0.0085515896262902, 0.3819757212918406]",[-0.0012920498847961426],[0.0006247162818908691],"[0.5866015553474426, 0.4721437096595764]","[157, 894]"
427,"[-0.00969222894274907, 0.4121503592372557]","[-0.01184142430729433, 0.4130585871001266]","[-0.009679927794582438, 0.4948844963293233]","[-0.008190815434681045, 0.4116651310291628]","[-0.009696961610223634, 0.352408340479943]","[0.00920660276569086, 0.4379052376741288]","[0.007791786752711668, 0.44270753906289445]","[0.009267991709424184, 0.53035032187926]","[0.01123581029396499, 0.43380477937548095]","[0.009138414814513203, 0.37275504026610223]",[-0.0011099576950073242],[0.0006470084190368652],"[0.5871981382369995, 0.4727470576763153]","[157, 894]"
428,"[-0.009392658399872689, 0.4141499462805652]","[-0.01148571843367651, 0.4153655478113791]","[-0.00937247843088573, 0.49936833789306506]","[-0.00793435294494204, 0.41328891893695613]","[-0.009405746652876504, 0.3530773702326077]","[0.008956955905653118, 0.43739427864834307]","[0.007595588956253166, 0.44219454432278515]","[0.009023063152038933, 0.5291612100272135]","[0.010897965703299248, 0.433280436424845]","[0.008884310725982614, 0.3726091113735862]",[-0.0009799003601074219],[0.0006799101829528809],"[0.5874761343002319, 0.4730379581451416]","[157, 894]"
429,"[-0.007975914693785384, 0.4138353808833848]","[-0.00975848697085575, 0.4149268804914602]","[-0.007965713603683684, 0.5004236555244534]","[-0.006731650009409605, 0.413187770675235]","[-0.007978238137242936, 0.35203726011971775]","[0.007610581652379383, 0.4379691412435349]","[0.006452431982446821, 0.4424359702690694]","[0.007660526404817483, 0.529187040292202]","[0.009269845679237972, 0.434107669999036]","[0.007557205732045639, 0.37341778350723015]",[-0.0011658072471618652],[0.0006629824638366699],"[0.5874372720718384, 0.47251638770103455]","[157, 894]"
430,"[-0.008799578469396446, 0.41180447934134246]","[-0.010696168400623637, 0.4131982128688519]","[-0.008778832642584297, 0.4918271152612856]","[-0.0074582702921975165, 0.4109708470027558]","[-0.008810302157504236, 0.3534590373457979]","[0.008312413953351534, 0.43758322083701356]","[0.007046820163439197, 0.4421629268968684]","[0.008359639927734357, 0.5269486391801496]","[0.01012057405355143, 0.43360560306359225]","[0.008260623892054897, 0.37400969864396566]",[-0.0010914802551269531],[0.0006425976753234863],"[0.5870890617370605, 0.472856342792511]","[157, 894]"
431,"[-0.010459012083161558, 0.4111434549477643]","[-0.012750305162438219, 0.4119619651255308]","[-0.010448476749923816, 0.49065608806764144]","[-0.00885608257895782, 0.4106727913324756]","[-0.01046163921994433, 0.35311548891746275]","[0.00978944539019801, 0.4383872178501544]","[0.008299337227862358, 0.44337532715716005]","[0.009849726907321577, 0.5299985226072134]","[0.011919463438687746, 0.43400966330916235]","[0.009722185970249125, 0.3735864693105663]",[-0.0010372400283813477],[0.0007197856903076172],"[0.5859805345535278, 0.4732508063316345]","[157, 894]"
432,"[-0.009724425800887018, 0.4123889581430052]","[-0.011861595822159142, 0.41321415843101905]","[-0.009718041926191355, 0.4927815925708707]","[-0.008231106762470852, 0.41189934935036265]","[-0.009722739321502102, 0.3538818174853136]","[0.009135273445278355, 0.43977290389253204]","[0.007742344191468065, 0.44453545530545924]","[0.00918644324633763, 0.5320538963727667]","[0.011127742875352818, 0.4356190564554528]","[0.009077032677198804, 0.3745680644509427]",[-0.001073300838470459],[0.000690460205078125],"[0.5861172676086426, 0.4733961224555969]","[157, 894]"
433,"[-0.010702910307731562, 0.39996087832424715]","[-0.012582344245590366, 0.40195852334403603]","[-0.010566412499871943, 0.4711178380380755]","[-0.009314907517641427, 0.3982870762644415]","[-0.010847287342996125, 0.34741922139622733]","[0.01118302557796611, 0.4232706585550759]","[0.009384655814777487, 0.4275050225874052]","[0.011244003337161707, 0.5109539355358285]","[0.013818039105665364, 0.41985577093985055]","[0.011116175893481498, 0.3612218102240425]",[-0.0008732080459594727],[0.0006483793258666992],"[0.5863090753555298, 0.4736088216304779]","[157, 894]"
434,"[-0.010403985615203032, 0.3998635574475843]","[-0.012296024480655653, 0.4019022797199594]","[-0.010268476596071578, 0.4732198038047936]","[-0.009019293206233668, 0.39823799668932885]","[-0.010546621931080651, 0.3460982305645009]","[0.01089766658280335, 0.42202212263451355]","[0.009158202263549825, 0.4261890196233209]","[0.010962519390002224, 0.5091272544611689]","[0.013436277123657412, 0.41862139953488997]","[0.010827228205532237, 0.36032758102894635]",[-0.0009135007858276367],[0.0006313920021057129],"[0.586391806602478, 0.4738205671310425]","[157, 894]"
435,"[-0.009738679973513131, 0.4071377135121122]","[-0.011484211366435645, 0.4094647404235842]","[-0.009629007112636234, 0.4804225526845453]","[-0.008456404408004041, 0.4050970784513877]","[-0.009850922460066204, 0.35317060901062375]","[0.010168436211398046, 0.42947254559192016]","[0.0085342988297666, 0.43440908243403004]","[0.010235646735609246, 0.5170671749079057]","[0.012562430687189813, 0.42538071422444945]","[0.010095532101289058, 0.36732837599966733]",[-0.0010360479354858398],[0.0006109476089477539],"[0.5857290625572205, 0.4753730297088623]","[157, 894]"
436,"[-0.00881002674297115, 0.4076552450991424]","[-0.01035734275014858, 0.4096221920377457]","[-0.008708482340762429, 0.47992050280201975]","[-0.007662358902009582, 0.40588621194863694]","[-0.008912053055264038, 0.35408118745417133]","[0.009090051647445259, 0.42977020006592975]","[0.007628255355316803, 0.4347990741506834]","[0.009151323118179525, 0.5177344925435038]","[0.011235005648798105, 0.4255916226492817]","[0.009024368938323214, 0.3674486990848425]",[-0.0011202692985534668],[0.0006452798843383789],"[0.585415244102478, 0.47502028942108154]","[157, 894]"
437,"[-0.009709897965545188, 0.4076212546157428]","[-0.011325092495562352, 0.4092250217366148]","[-0.009602479182237363, 0.48013969518422367]","[-0.008495331885582401, 0.4063662527717144]","[-0.009818952156828813, 0.3540270248297128]","[0.010041737065965802, 0.4313194514997743]","[0.008450535655393257, 0.4357449249563655]","[0.010091805478091066, 0.5193746349405404]","[0.012355083537676531, 0.4276210808841739]","[0.009984513994597495, 0.3688026845970742]",[-0.0010218024253845215],[0.000601351261138916],"[0.5856046676635742, 0.4754771292209625]","[157, 894]"
438,"[-0.008921944403006659, 0.41035464578598524]","[-0.010420237148753455, 0.41224877419204753]","[-0.008815125704125687, 0.48368939712722764]","[-0.007799988555261452, 0.40893737190757296]","[-0.009031058013746585, 0.35631840362532147]","[0.009242258433805233, 0.43377752778276407]","[0.007772666608670929, 0.43878423752149154]","[0.00929711689761941, 0.522648009762248]","[0.011386569086005003, 0.42954956219709944]","[0.009182182317672302, 0.37073334120761564]",[-0.0011232495307922363],[0.000630497932434082],"[0.5854653120040894, 0.47561317682266235]","[157, 894]"
439,"[-0.007711756387468676, 0.40703212734336547]","[-0.00897482503167606, 0.40917851513691417]","[-0.007612274234656458, 0.4792030718163661]","[-0.006760047425870493, 0.40514214420663897]","[-0.007815126721900241, 0.35362923130768076]","[0.008075015814062194, 0.4303265291893784]","[0.006783729506622333, 0.43500462450594907]","[0.008139551260383697, 0.5188672463944687]","[0.009963279775823267, 0.42649881302710885]","[0.008006975127335747, 0.3677267122684438]",[-0.0011786818504333496],[0.0006113648414611816],"[0.5862966179847717, 0.47410035133361816]","[157, 894]"
440,"[-0.00720542721344092, 0.4057005207414221]","[-0.008393167907442486, 0.40715571558240127]","[-0.007124682991850081, 0.47864084572671034]","[-0.006310612952053652, 0.4045998985239035]","[-0.00728884410946301, 0.3518799917285653]","[0.0076468956899547035, 0.4282171110768149]","[0.006445412416117481, 0.4314537657526079]","[0.007694607263575823, 0.5185099947496994]","[0.009383436741891144, 0.42561575362046883]","[0.007593435756665662, 0.36461506426474505]",[-0.000867009162902832],[0.0005872845649719238],"[0.5871727466583252, 0.4745282828807831]","[157, 894]"
441,"[-0.007278778766239, 0.4043086607155025]","[-0.008526695384841698, 0.40598673184307243]","[-0.007202909481953893, 0.476747487157743]","[-0.006349366011340543, 0.4029550720110259]","[-0.007357098289405235, 0.3508005369481703]","[0.007636263908875332, 0.427500566904459]","[0.006438054715855722, 0.43139322229418936]","[0.00768555060389884, 0.5161034647879672]","[0.009371492443109565, 0.4243724545786028]","[0.007582504109954328, 0.36485547950658476]",[-0.0011553168296813965],[0.0006319880485534668],"[0.5867193937301636, 0.4742395579814911]","[157, 894]"
442,"[-0.006972881233524717, 0.4047502468561543]","[-0.008139625560363269, 0.4061260319631624]","[-0.006902246178922235, 0.4780789738681569]","[-0.006097329931543183, 0.40371924193099695]","[-0.007045988055998151, 0.3507034245361732]","[0.007390472885652429, 0.4271376907220882]","[0.00621830067464215, 0.4301234805959064]","[0.007435039661887304, 0.5179436792927447]","[0.009094626979784746, 0.42478374770145344]","[0.007341926162503327, 0.3633466044465627]",[-0.0008087754249572754],[0.0005909204483032227],"[0.5872365832328796, 0.47463881969451904]","[157, 894]"
443,"[-0.008262890264578028, 0.41041042318607446]","[-0.009687156479051265, 0.4122074870826673]","[-0.0081619255555398, 0.48313914278724407]","[-0.00720304799635774, 0.4088275530537622]","[-0.008367012926283442, 0.3565606927285801]","[0.00851071593951962, 0.4332919184546377]","[0.007167530087253432, 0.43813692632124496]","[0.008562031847948138, 0.5211211447501148]","[0.01046174930162197, 0.4292557865761558]","[0.008453973436261777, 0.3708423770248349]",[-0.0013640522956848145],[0.0006369352340698242],"[0.5859498381614685, 0.4753660261631012]","[157, 894]"
444,"[-0.008690392486175631, 0.40938495354710414]","[-0.010108643633168808, 0.4112590338163784]","[-0.00858276956852661, 0.4810662813119563]","[-0.007614657031047806, 0.40764217912906564]","[-0.008800393007940999, 0.3559572947538662]","[0.008907429949659677, 0.43030324808160847]","[0.007497712593688295, 0.4342912454730734]","[0.008945372672240458, 0.5186249948913707]","[0.010951881987125812, 0.42703737094955513]","[0.008863463702825949, 0.36768966901118516]",[-0.001062154769897461],[0.0005807876586914062],"[0.5861761569976807, 0.4752710461616516]","[157, 894]"
445,"[-0.008459232588530615, 0.40976996323727755]","[-0.009906441718877584, 0.41193418846172286]","[-0.008364456754290607, 0.48408865873783646]","[-0.00737976135333697, 0.408002751068581]","[-0.00855527551369266, 0.35508980461251216]","[0.00885535296701961, 0.43419070134929044]","[0.0074574071882400235, 0.43898259166660214]","[0.00891267698243906, 0.5254634076436858]","[0.010887364788401339, 0.43023868010554056]","[0.00879400459927352, 0.3699115844656867]",[-0.0010145902633666992],[0.0006404519081115723],"[0.5869481563568115, 0.4754515290260315]","[157, 894]"
446,"[-0.008436356449473405, 0.4089808740867346]","[-0.009815574001760603, 0.41090182192844343]","[-0.008342480856148185, 0.4820854567948878]","[-0.0073955007846974175, 0.40738157251727547]","[-0.008532912926944579, 0.35497551211439937]","[0.008809597970098457, 0.43301908577306786]","[0.00742472036247767, 0.4375964286063848]","[0.008861563973225857, 0.5239297219383334]","[0.010817582390246102, 0.4292461315656762]","[0.00875249781588526, 0.36892245259935386]",[-0.0009781718254089355],[0.000625908374786377],"[0.5869052410125732, 0.4753774404525757]","[157, 894]"
447,"[-0.009075394864898717, 0.40681803999819255]","[-0.01067052732174186, 0.4092648389119482]","[-0.00897774225563224, 0.48142089319478587]","[-0.007892020366708354, 0.40492904705233107]","[-0.009170662461147883, 0.35215846388921485]","[0.009462631081979323, 0.43235162514295705]","[0.007950906526630382, 0.43729162720759834]","[0.00953289939802945, 0.5219541074323506]","[0.011676756293562488, 0.4283047586732712]","[0.00938918229647777, 0.3690432116638244]",[-0.0011689066886901855],[0.0006645917892456055],"[0.5873012542724609, 0.4741601049900055]","[157, 894]"
448,"[-0.008927357193855, 0.4059625245939973]","[-0.01039524481793034, 0.40818712438056376]","[-0.008840212460885013, 0.47904784449108534]","[-0.007819049191494521, 0.4040747146036269]","[-0.009014042891261384, 0.35209171143570667]","[0.009341771814144197, 0.430357259178733]","[0.007850246059261363, 0.43463047858303727]","[0.009409573198474196, 0.5219114933480304]","[0.011517079222654917, 0.42687418212536155]","[0.009269041420565931, 0.3661205249394995]",[-0.0009106993675231934],[0.0005951523780822754],"[0.587576687335968, 0.4744062125682831]","[157, 894]"
449,"[-0.012319907457694054, 0.4081552424332642]","[-0.014567364527323342, 0.4105739576626953]","[-0.01217503888513543, 0.4823159504857944]","[-0.010677414046975137, 0.40620258600124054]","[-0.012468852503439619, 0.35372874370122187]","[0.012634261651402712, 0.4373889008764629]","[0.010652190154695098, 0.44259141808502894]","[0.012721491944605022, 0.5291023047546246]","[0.015509125380623169, 0.43298554866993344]","[0.012540827684716432, 0.3726761364879949]",[-0.0011104345321655273],[0.0006105899810791016],"[0.5877124667167664, 0.47513067722320557]","[157, 894]"
450,"[-0.013097524174773256, 0.4082108271322239]","[-0.015399357582500404, 0.4107211859260859]","[-0.012965688126067052, 0.48190503623935643]","[-0.011393554256265752, 0.40614010978487375]","[-0.013228152646000479, 0.3539619247927021]","[0.013443341397834303, 0.4390552523680289]","[0.011359310329856286, 0.44432282614047935]","[0.013529244836827999, 0.529363947563042]","[0.01644255567009124, 0.4345508953812325]","[0.013347526564091333, 0.3749423685837944]",[-0.0010604262351989746],[0.0005971193313598633],"[0.5879746675491333, 0.4759787321090698]","[157, 894]"
451,"[-0.014559536197771906, 0.40407636783024387]","[-0.017249926425838676, 0.4064670186587668]","[-0.014396548023865278, 0.4769662200008859]","[-0.012593214505480753, 0.4022234778456025]","[-0.01472387775322003, 0.3503536796064323]","[0.015196336618772626, 0.4371344150255007]","[0.01276100371696137, 0.44289424209813316]","[0.015316555249705073, 0.5280291514099303]","[0.01877775470960147, 0.4323640302191212]","[0.01507345414234424, 0.3731666820201701]",[-0.000871121883392334],[0.0007208585739135742],"[0.5905592441558838, 0.47508883476257324]","[157, 894]"
452,"[-0.017608105966235587, 0.4013950732124223]","[-0.020863890384508272, 0.40398400751245817]","[-0.017413296326415792, 0.47336166558917225]","[-0.015225127883518326, 0.39933711462829374]","[-0.017797843182224514, 0.34825024508408237]","[0.01828841584480682, 0.43380714307220386]","[0.015402397012037777, 0.43959353246977556]","[0.018420087052130406, 0.5231113884371059]","[0.022505364930837452, 0.4290294382908238]","[0.018149195173963305, 0.37068917399764]",[-0.0008577704429626465],[0.0006964802742004395],"[0.5922021269798279, 0.47590017318725586]","[157, 894]"
453,"[-0.015101207308967503, 0.40151440223258156]","[-0.017789503505914017, 0.40412470445860504]","[-0.014906023565843444, 0.47333804709160837]","[-0.013117081059090577, 0.3993630604503722]","[-0.015302381504327002, 0.34843198116236757]","[0.015735102490853504, 0.43420849050060556]","[0.01323437977511513, 0.43978681307313866]","[0.0158351185695246, 0.5237150849715342]","[0.019401044784535398, 0.42966545332227507]","[0.015627109554020448, 0.3709746423550357]",[-0.0008696913719177246],[0.0006705522537231445],"[0.5925295352935791, 0.4750458300113678]","[157, 894]"
454,"[-0.014797402950165921, 0.40120728988376775]","[-0.017419555659312868, 0.4039205517518615]","[-0.014587904365055738, 0.47316350454299605]","[-0.012861562504733604, 0.39891253765247087]","[-0.015016522229923212, 0.3480432142663121]","[0.015476763641437638, 0.4330704459293452]","[0.013012540361149717, 0.4382519299245415]","[0.015562587851024887, 0.5222908541021902]","[0.019093209227021037, 0.4288387477326762]","[0.015385581472944408, 0.3699709040920544]",[-0.0008788108825683594],[0.0006369948387145996],"[0.5926531553268433, 0.475350558757782]","[157, 894]"
455,"[-0.01585043775698657, 0.39846731301835525]","[-0.018781707112351654, 0.40085398180177473]","[-0.01570057357874845, 0.4705514002243272]","[-0.013705381531941289, 0.39665363073670445]","[-0.015992508886914357, 0.34525208503940963]","[0.016655123386937046, 0.43464693972298224]","[0.014013924758747557, 0.4399328409020571]","[0.0167495984511506, 0.5242092660053682]","[0.020524588074066992, 0.4303953137828698]","[0.016553889480656513, 0.37126213778186185]",[-0.0008666515350341797],[0.0006625652313232422],"[0.5951765179634094, 0.4760361313819885]","[157, 894]"
456,"[-0.015676711789019398, 0.39935926270813155]","[-0.018410885901996406, 0.4014772359685017]","[-0.015500477272754023, 0.46993664925453776]","[-0.013642590947584875, 0.3977217007422508]","[-0.015856708668873887, 0.34685737399387606]","[0.016699636068525633, 0.4352957567326151]","[0.014005845030129131, 0.4407823115127903]","[0.016803414910183806, 0.5252109788601655]","[0.02067582853639563, 0.4307299294540229]","[0.016588737369029653, 0.3716497050242111]",[-0.0007034540176391602],[0.000643610954284668],"[0.595445990562439, 0.476248174905777]","[157, 894]"
457,"[-0.013387461148843099, 0.40280112558792963]","[-0.01588536979424928, 0.4052728420869262]","[-0.013252575851099188, 0.4769545101294418]","[-0.011564085407158971, 0.40087527239593235]","[-0.013518152246759403, 0.3485180440436602]","[0.014094188490598193, 0.43554440984514764]","[0.011832779911035556, 0.4403029671858406]","[0.014160393134977484, 0.5269789243022984]","[0.01742926702473849, 0.4317877264307052]","[0.014023983152880823, 0.3711642717638465]",[-0.0009203553199768066],[0.0006592273712158203],"[0.5965318083763123, 0.47623997926712036]","[157, 894]"
458,"[-0.014244954899407468, 0.4009020090200902]","[-0.01683223462594956, 0.4033889592801378]","[-0.014066408611098622, 0.47239469234421466]","[-0.012337345870159163, 0.39909099396263487]","[-0.014420716185725088, 0.34807475526549986]","[0.015154959220591242, 0.4339413304930546]","[0.012700011248808794, 0.4393415191540458]","[0.01525182881757704, 0.5258796125723583]","[0.018796564394822874, 0.4295096733410818]","[0.015057123966651003, 0.36938295921132164]",[-0.0008934736251831055],[0.0006412267684936523],"[0.5967016816139221, 0.4768742322921753]","[157, 894]"
459,"[-0.013428189220997661, 0.4024005394788653]","[-0.015832914315249542, 0.40432399879269]","[-0.01328311255693215, 0.47535954881546794]","[-0.011651869800671913, 0.4010042063978037]","[-0.013574021782977006, 0.3485822702385616]","[0.014158313373767415, 0.43346517030183485]","[0.011899735145057959, 0.4385425333834241]","[0.014222989064091928, 0.521909627526546]","[0.017471714197148172, 0.42926949634627437]","[0.014082963022188685, 0.3707408852424259]",[-0.000824272632598877],[0.0007457137107849121],"[0.5968167185783386, 0.4767135977745056]","[157, 894]"
460,"[-0.014745307911197695, 0.4018602799896704]","[-0.01740085314862525, 0.4038598352560446]","[-0.014619277812407225, 0.47467902776153104]","[-0.012783276660979177, 0.4003646287457177]","[-0.014864617430026707, 0.3481212698360575]","[0.015509002059710912, 0.43391239482190713]","[0.01305594037364707, 0.438803676617057]","[0.015593086055920642, 0.5232258995894888]","[0.01909307875894988, 0.4298303586633041]","[0.015415498188117719, 0.370666272734504]",[-0.0007865428924560547],[0.0007460117340087891],"[0.5968065857887268, 0.47770828008651733]","[157, 894]"
461,"[-0.011479248720310873, 0.4053313729003317]","[-0.013459711429893953, 0.40784213664003816]","[-0.01131610799400325, 0.4787024239564213]","[-0.010001263371758742, 0.40322725907427903]","[-0.011647347503522129, 0.3511533355425603]","[0.012272419232674818, 0.4337465325100798]","[0.010291483247088989, 0.43832447604636954]","[0.012342732774585235, 0.5261939220304859]","[0.015189451104377647, 0.43011368694669844]","[0.012195789104340493, 0.3690243161461489]",[-0.0009444952011108398],[0.0005512237548828125],"[0.5970555543899536, 0.4772660732269287]","[157, 894]"
462,"[-0.01105641603370744, 0.4047841547542849]","[-0.012972613102924632, 0.40719257872583975]","[-0.010902400647431018, 0.4783352765546658]","[-0.009627714325964879, 0.4028103525148798]","[-0.011214522853509303, 0.35054222640477534]","[0.011880810576399028, 0.4329930082130421]","[0.00996273584052387, 0.43711398953384606]","[0.01194978226131705, 0.5254761133932165]","[0.014705085507101836, 0.42978575916103856]","[0.011805354601947942, 0.3682546358001527]",[-0.0007662177085876465],[0.0005742907524108887],"[0.5972884893417358, 0.4773215055465698]","[157, 894]"
463,"[-0.008823159160402787, 0.40289945814750994]","[-0.010345350834235737, 0.4048733963850297]","[-0.008689105944352994, 0.4758265076461256]","[-0.007689417067440171, 0.401345316771973]","[-0.008966580521973473, 0.3490002709757949]","[0.009533428334983786, 0.42666822896185486]","[0.007989597915321662, 0.4312175698093389]","[0.009581656165536063, 0.5134189448950228]","[0.011814999432842217, 0.4229397435922836]","[0.00948055124864024, 0.36503411573744154]",[-0.0008442997932434082],[0.0006585121154785156],"[0.5973625779151917, 0.47658592462539673]","[157, 894]"
464,"[-0.010588545283823539, 0.4078653961177955]","[-0.012423077277192347, 0.4103276688173874]","[-0.010475049871592406, 0.4809978384652262]","[-0.009225603640381858, 0.4058226201317517]","[-0.010702783144626688, 0.3539454004196159]","[0.010975383131034475, 0.4331027727851041]","[0.009231867178162247, 0.4376385096665973]","[0.011032658329119274, 0.5231130985303112]","[0.013519981686633323, 0.429441630464275]","[0.010912491041567128, 0.3695572101174406]",[-0.0010863542556762695],[0.0006250143051147461],"[0.594207227230072, 0.4788503050804138]","[157, 894]"
465,"[-0.009095437910174847, 0.40953000194609274]","[-0.010669152244461232, 0.4120168294109706]","[-0.008993547880765408, 0.4834361593256173]","[-0.00792634392572141, 0.40746422623280193]","[-0.009198281292946394, 0.35518324577081495]","[0.009493794028007211, 0.43182815929758545]","[0.007974234048632468, 0.43629127262847134]","[0.009547647345827887, 0.521136392947512]","[0.011720708302242637, 0.42823128507074604]","[0.0094349625975915, 0.36872311221049436]",[-0.0010895133018493652],[0.0006095767021179199],"[0.5943780541419983, 0.478584349155426]","[157, 894]"
466,"[-0.009383575773676973, 0.4094575974304725]","[-0.01098962697851247, 0.41126740636761344]","[-0.009285171303257244, 0.48261773588400453]","[-0.00818341242168879, 0.408030529015551]","[-0.00948098813346107, 0.3553867540586586]","[0.009788833474170006, 0.42914228585517084]","[0.008226063790235374, 0.4338641609855129]","[0.009845452834890332, 0.5163231190367013]","[0.012073438435442027, 0.42513174794729885]","[0.009726798057152476, 0.3670599402144035]",[-0.0007076263427734375],[0.0006350278854370117],"[0.5929273366928101, 0.4812239408493042]","[157, 894]"
