,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
970,"[-0.025272358775069666, 0.35506738684218586]","[-0.031585367723601196, 0.35470477533036326]","[-0.02529547085679044, 0.4206006001814502]","[-0.021047427099910566, 0.3557088247251141]","[-0.02521647347502836, 0.30757909559654806]","[0.02462630979616113, 0.33737514940870206]","[0.02117924128187018, 0.3345754942810929]","[0.02444724520135944, 0.3894317132088658]","[0.029554502422555733, 0.3406540473421371]","[0.024847301144692743, 0.2979797570273706]",[0.00034365057945251465],[-0.00033229589462280273],"[0.4715214669704437, 0.43582987785339355]","[417, 719]"
971,"[-0.027030254681987873, 0.3605520363851617]","[-0.03386488160607575, 0.35979576753103115]","[-0.027062629152920816, 0.4276549957408002]","[-0.022480828480918723, 0.3616398599403101]","[-0.026960524896259205, 0.31204952424463256]","[0.025989146884494465, 0.34289354401288524]","[0.022521271384745897, 0.33976320725684395]","[0.02582114864166723, 0.39543909431635055]","[0.03088090431281714, 0.34646914116864874]","[0.02620992489282811, 0.3030856640089134]",[0.00021335482597351074],[-0.0003185272216796875],"[0.4714231789112091, 0.43732601404190063]","[417, 719]"
972,"[-0.027898206316500498, 0.3615693381105848]","[-0.03490073781673881, 0.36090822024120955]","[-0.027926168652690375, 0.4290357840709584]","[-0.023226773297565458, 0.36260013365962995]","[-0.02783183886964201, 0.3128621922330777]","[0.02691925226288604, 0.34253937726382544]","[0.023255632450749315, 0.3394311908333421]","[0.02675090845520339, 0.3955350025841106]","[0.0321126911800956, 0.34605869191203753]","[0.02713208325593608, 0.3023864227809484]",[0.0002067089080810547],[-0.0003204643726348877],"[0.4714910089969635, 0.43746432662010193]","[417, 719]"
973,"[-0.027516095780455243, 0.36095295882381967]","[-0.03428638327422832, 0.3601802438787691]","[-0.027531709349337814, 0.42853082151069966]","[-0.022965077658327056, 0.3620418775206978]","[-0.027460753848556386, 0.312106794157842]","[0.026961582989591032, 0.3411623306112801]","[0.02316649337892878, 0.33793748340402324]","[0.0268018213756179, 0.3961254544641989]","[0.032398523809031125, 0.34489113328139176]","[0.027153564922620877, 0.2998843118695664]",[0.0002956092357635498],[-0.0003083348274230957],"[0.47241920232772827, 0.4374479055404663]","[417, 719]"
974,"[-0.026687927326051766, 0.35953239320951497]","[-0.03326506441455183, 0.35891316634473847]","[-0.02669134266024048, 0.42675337342320796]","[-0.02226769875261684, 0.3604611856853322]","[-0.02664536330899388, 0.3109234159195855]","[0.026150944047106495, 0.3399344201319742]","[0.022529021587305943, 0.33646227600263884]","[0.025978243248052278, 0.3940836871575197]","[0.03131257888762589, 0.343932639773363]","[0.026362805871011363, 0.29922480079820124]",[0.00031641125679016113],[-0.0003088414669036865],"[0.47232311964035034, 0.4372527003288269]","[417, 719]"
975,"[-0.02605447366895863, 0.35788954775177834]","[-0.03261857955309714, 0.3574073023415245]","[-0.026079240724224136, 0.4254106562114337]","[-0.021675345075666683, 0.3587072520297427]","[-0.02599132884166024, 0.30924501325435266]","[0.02537623241720642, 0.33934469684726903]","[0.021790437067312884, 0.33622956507042]","[0.02520933032986846, 0.39260336345076485]","[0.03053298523605198, 0.34291678517689894]","[0.02558397424313071, 0.2990465198617795]",[0.00024315714836120605],[-0.0002435147762298584],"[0.47225144505500793, 0.4362003803253174]","[417, 719]"
976,"[-0.024776546603083954, 0.3567560642054029]","[-0.030965741763884152, 0.35633046679282904]","[-0.024785130212534708, 0.42330347968991033]","[-0.020633886987952422, 0.357536407830125]","[-0.02473081728991616, 0.30869197013171396]","[0.023958164729660118, 0.3398435445493904]","[0.020677656326374475, 0.33673373940736945]","[0.02378769095462726, 0.3922154321701817]","[0.028629111513985003, 0.34333440967013684]","[0.024176974672703206, 0.30002202564499425]",[0.00031828880310058594],[-0.00023746490478515625],"[0.47224631905555725, 0.4358445405960083]","[417, 719]"
977,"[-0.02668346204081026, 0.36040303907933546]","[-0.03331140170518409, 0.35956568642586634]","[-0.026748219302784905, 0.42874049748304033]","[-0.02224025324910469, 0.36159396539166305]","[-0.026583591995050927, 0.31119193005564355]","[0.026209225153476026, 0.34048143301899564]","[0.022600107590264224, 0.337511550665041]","[0.026027915051349618, 0.3930822311343876]","[0.03133818408631367, 0.34389900992355105]","[0.02642647736861793, 0.30058846281467105]",[0.00031757354736328125],[-0.0002612769603729248],"[0.4723525047302246, 0.43709123134613037]","[417, 719]"
978,"[-0.027925893032222676, 0.36044478543742153]","[-0.03474590446039571, 0.35978071611511986]","[-0.027967476273113193, 0.42873911643790424]","[-0.023325914969110788, 0.3614903926619091]","[-0.027846239439023507, 0.3112646601439814]","[0.02749495530514806, 0.33900458278241]","[0.023633776126250585, 0.3357366637819723]","[0.027309998883019892, 0.3917024571358791]","[0.033014796412406726, 0.34273147973434104]","[0.027711365822459363, 0.29905677669120223]",[0.0003008544445037842],[-0.0002913475036621094],"[0.4726196229457855, 0.4371403455734253]","[417, 719]"
979,"[-0.027143071260394912, 0.3592092890045108]","[-0.03377189160563769, 0.35862434931544385]","[-0.027177018937580816, 0.4274697827447799]","[-0.022670966564171082, 0.3601684430385987]","[-0.027071519319445313, 0.3101114756314212]","[0.026613282308688264, 0.3388411350455675]","[0.022912059650665024, 0.33567030754387317]","[0.026417070672179778, 0.3910923866637078]","[0.031894533416397086, 0.3424617730044598]","[0.02684914938341886, 0.2991862410003654]",[0.0003229379653930664],[-0.0002797544002532959],"[0.47257116436958313, 0.4370027780532837]","[417, 719]"
980,"[-0.026601867442738496, 0.35767627876666613]","[-0.03338618221478191, 0.3572546921802801]","[-0.026617545483335517, 0.4258291777984946]","[-0.022098833115879513, 0.3584047007976209]","[-0.026549357859372395, 0.3086913226965634]","[0.025867672663958213, 0.3378379963898917]","[0.02231051047512041, 0.3343777300963138]","[0.025685224726575313, 0.38984196447494285]","[0.03093216675669009, 0.3418376199503943]","[0.026094149370374832, 0.2984585699563663]",[0.0003466606140136719],[-0.00028017163276672363],"[0.4722502827644348, 0.43717896938323975]","[417, 719]"
981,"[-0.02684729380876199, 0.36029475723737914]","[-0.03373359608241292, 0.35983540357698773]","[-0.026848984323055818, 0.42961381523083325]","[-0.022288953465496794, 0.3610718358639525]","[-0.02680991157789694, 0.3105936972889146]","[0.026308622510128332, 0.3392151970388156]","[0.022511581646599194, 0.33625130076902043]","[0.026144258393316005, 0.3929209916631702]","[0.03180835016818812, 0.3427499562387613]","[0.026499942027513376, 0.2986494233065448]",[0.0003663003444671631],[-0.00027495622634887695],"[0.47284427285194397, 0.4370587468147278]","[417, 719]"
982,"[-0.02616802230256037, 0.35864385267351034]","[-0.03275586636742828, 0.35845240858794186]","[-0.026158543337177365, 0.4271060375625293]","[-0.021775315145739712, 0.3592027869150891]","[-0.02614261330990532, 0.309457980347561]","[0.02574036007138178, 0.3379641030418469]","[0.02204678974886588, 0.33486404941352577]","[0.02556650769674425, 0.3910802062414294]","[0.031072703212094478, 0.3416188700026798]","[0.02594123432950048, 0.2977674860350444]",[0.000420987606048584],[-0.00029337406158447266],"[0.47308552265167236, 0.4366074502468109]","[417, 719]"
983,"[-0.02698080373118346, 0.356471326942861]","[-0.03369472178956808, 0.3561571938842576]","[-0.027006210180988845, 0.42360077933278095]","[-0.022484898837533965, 0.3570937825323206]","[-0.026919302222009337, 0.30808827996591226]","[0.026340746384305246, 0.33948871603638225]","[0.0227630169485975, 0.3363316155052655]","[0.026126770988674178, 0.3918737230572587]","[0.031427466611142506, 0.34310029316879675]","[0.02661368245949358, 0.2998258229466283]",[0.0002816319465637207],[-0.0002809762954711914],"[0.4719875156879425, 0.43646180629730225]","[417, 719]"
984,"[-0.027655545072011106, 0.35765360125437085]","[-0.034519766100474594, 0.3571735226983085]","[-0.027697805342151157, 0.4250915283267532]","[-0.023056193007250658, 0.3584637212944826]","[-0.027577420188812832, 0.3090615302094132]","[0.027173257907190947, 0.3399595710163627]","[0.023459272423898662, 0.3370157413453503]","[0.026926341103504167, 0.39253445415849436]","[0.03246742395607456, 0.34334836453032946]","[0.027478159439459287, 0.30011432197279087]",[0.0003116428852081299],[-0.0002982020378112793],"[0.4722537398338318, 0.43660545349121094]","[417, 719]"
985,"[-0.027003727447012498, 0.3600074368274361]","[-0.033764401020586005, 0.35956644383513703]","[-0.02703563474916873, 0.4283168100347459]","[-0.02248629994817914, 0.3607981371868372]","[-0.026933568037321724, 0.31092426781253535]","[0.026474940990390553, 0.34032616459546955]","[0.022698772114020386, 0.3374200509692502]","[0.02631889476838216, 0.3940263780471282]","[0.03190437782155907, 0.34377439433844487]","[0.026661367318805664, 0.2998510152141344]",[0.0003217458724975586],[-0.0003180503845214844],"[0.472180038690567, 0.43681395053863525]","[417, 719]"
986,"[-0.026645665235234834, 0.3597000806091655]","[-0.033368140792342016, 0.359365595824772]","[-0.026671049628712324, 0.42797007925193603]","[-0.02216648858284855, 0.3603817455160206]","[-0.026581572640649205, 0.31063557690450544]","[0.025996834000513853, 0.33957596411202323]","[0.0223145241678668, 0.3366362692648377]","[0.025848329875022866, 0.39272529091666675]","[0.031287891694639275, 0.3430598266703942]","[0.026182131544531244, 0.2994831708626431]",[0.0002544522285461426],[-0.0003040134906768799],"[0.4719025790691376, 0.4366545081138611]","[417, 719]"
987,"[-0.02572490120948089, 0.3584621831263374]","[-0.032168554334048506, 0.358332796917876]","[-0.02571344666443861, 0.426268527273542]","[-0.021416882722941843, 0.3589950682769446]","[-0.025695597229050036, 0.3096741008919587]","[0.02477459586782068, 0.3404989579085678]","[0.021420316869650704, 0.33738421873007834]","[0.024629158647461038, 0.39296127305365236]","[0.029511989508446967, 0.3440417886696955]","[0.024959094023560783, 0.30071363519594607]",[0.0002786219120025635],[-0.0002498328685760498],"[0.4717726707458496, 0.43724608421325684]","[417, 719]"
988,"[-0.02669034231842047, 0.35879401944410144]","[-0.033409899286323375, 0.3583446784255631]","[-0.026717734415849476, 0.4267449120377538]","[-0.022209801796485334, 0.35961495912518776]","[-0.026623841060954046, 0.30989869131799297]","[0.025571823366848944, 0.3408296670299002]","[0.022082170203259095, 0.337821937830961]","[0.025431145665282956, 0.3940038168238685]","[0.030517061517518405, 0.344213581308548]","[0.025748930006012756, 0.3005078256341531]",[0.00019556283950805664],[-0.00029850006103515625],"[0.4715067148208618, 0.4373971223831177]","[417, 719]"
989,"[-0.026032209444464223, 0.359326159078738]","[-0.032492637865958796, 0.35878057729419477]","[-0.026057771221780154, 0.426529056727117]","[-0.021707124805824117, 0.3602252137124352]","[-0.025969872275823064, 0.31079610270258284]","[0.025419691026879694, 0.3393822583400707]","[0.021828688052416716, 0.33667165318394243]","[0.025271635726352354, 0.39216048212098414]","[0.03056845845540543, 0.34266057911843284]","[0.02559397286067091, 0.299428941390385]",[0.0003431737422943115],[-0.0003279149532318115],"[0.47181808948516846, 0.4370630979537964]","[417, 719]"
990,"[-0.025998648699881388, 0.35948548272727704]","[-0.032504700813284076, 0.3588870217227909]","[-0.026016587882411322, 0.42695424637852364]","[-0.021655286633326838, 0.3604285396642415]","[-0.025943322934160944, 0.3108053757273476]","[0.02551190727291147, 0.3399483495668195]","[0.021919053752123628, 0.337042000451541]","[0.025356494719226467, 0.39309771406060623]","[0.030665465148452312, 0.3434484415806435]","[0.025698507207995464, 0.29981403100449056]",[0.00034734606742858887],[-0.00029927492141723633],"[0.47197213768959045, 0.43737733364105225]","[417, 719]"
991,"[-0.02654156338443157, 0.36014233062469975]","[-0.03318745872718984, 0.3594031001011574]","[-0.026575425517050284, 0.42780625114528165]","[-0.022105798154944477, 0.36122877511217744]","[-0.02647016304236109, 0.3113337043143834]","[0.026000052297671727, 0.33980625484890725]","[0.022326855696665943, 0.33695772740535496]","[0.025843018234757077, 0.39310126736869894]","[0.03127317853308028, 0.3432549694779394]","[0.02618598766882854, 0.29954494909734314]",[0.0002899169921875],[-0.00030615925788879395],"[0.47196564078330994, 0.43745940923690796]","[417, 719]"
992,"[-0.025655706242519245, 0.35891487541772554]","[-0.03203290892940231, 0.35848335322514563]","[-0.025657618563445762, 0.4260298734793201]","[-0.021387364371450866, 0.3597330234249814]","[-0.02561539663629851, 0.3104453337869405]","[0.025061380177851113, 0.33893675460349604]","[0.02156159485589871, 0.3359627138813263]","[0.02490878226252881, 0.3917259692036015]","[0.030065829671828307, 0.34249345165548367]","[0.025247132113955986, 0.29899717091340017]",[0.0003204643726348877],[-0.0003007054328918457],"[0.4718773066997528, 0.43722668290138245]","[417, 719]"
993,"[-0.026378540854103336, 0.3597846434128761]","[-0.03304311872816189, 0.3594315041001151]","[-0.02641873698115125, 0.4284301871011146]","[-0.02194282936468195, 0.36051679448186436]","[-0.026303773512369854, 0.3104450916888385]","[0.025617757441219562, 0.3408114882105268]","[0.02211964630118394, 0.3376617560654046]","[0.025440354599404108, 0.39347660341261875]","[0.030573763712627003, 0.34437013500385705]","[0.025831689322934864, 0.3008073968691928]",[0.000261843204498291],[-0.00026935338973999023],"[0.4722273647785187, 0.43786144256591797]","[417, 719]"
994,"[-0.026571261745475014, 0.35994713295562286]","[-0.03329161223709563, 0.3597188500508134]","[-0.026585390702398848, 0.4287830918245653]","[-0.02210056600949239, 0.3605826216418053]","[-0.026521055311470584, 0.3105158566568772]","[0.02572950857262656, 0.34084407330497296]","[0.02222243284366677, 0.33751503346345907]","[0.025544415030277802, 0.3934656694228777]","[0.03069339391864749, 0.34454302646734053]","[0.02595162511745807, 0.3008192544259548]",[0.0002740919589996338],[-0.00027552247047424316],"[0.4723580479621887, 0.4379209280014038]","[417, 719]"
995,"[-0.027131670440649798, 0.3597323826280211]","[-0.03395051430574532, 0.3594767173416978]","[-0.02716297888703642, 0.4283580002648671]","[-0.02258304666682586, 0.36030026236981905]","[-0.027063036154410452, 0.3104219586728215]","[0.026742585337811584, 0.33946026267984974]","[0.023024250555080734, 0.3363951371797035]","[0.026589695754857402, 0.3925369480578668]","[0.032041710645055343, 0.34301975486543723]","[0.026925784897859108, 0.2993251653624868]",[0.0003128647804260254],[-0.00031444430351257324],"[0.47260212898254395, 0.43744605779647827]","[417, 719]"
996,"[-0.02615134172707618, 0.35862228205737673]","[-0.03276789846139332, 0.35849801033903955]","[-0.026161243273557434, 0.42677819222597074]","[-0.021749069655802263, 0.35905714102258385]","[-0.026104800394870207, 0.309600511419149]","[0.025456529238834572, 0.33931649303867667]","[0.02201234521733446, 0.3361256349127786]","[0.025292936621776452, 0.3914573952345994]","[0.030331011419191842, 0.34297889620568567]","[0.025662209504906604, 0.299773690504826]",[0.000344008207321167],[-0.0002994835376739502],"[0.4723151624202728, 0.43729040026664734]","[417, 719]"
997,"[-0.026128999562369765, 0.35915025208322915]","[-0.032664809388886676, 0.35866235627468357]","[-0.026166688732504335, 0.4274840027507275]","[-0.021760033244181562, 0.3600086464591294]","[-0.026055011634840433, 0.3100454847672082]","[0.025413563879768918, 0.33902349486049926]","[0.02195500988943881, 0.33605944567229246]","[0.02526073482913938, 0.3909990458856411]","[0.030329357622002083, 0.34249970021421056]","[0.025616994689159636, 0.299612966313904]",[0.0002665221691131592],[-0.00024330615997314453],"[0.4721084237098694, 0.4372416138648987]","[417, 719]"
998,"[-0.026111783641155586, 0.3597647220634518]","[-0.03254301699567191, 0.35915161221662445]","[-0.026152010128262595, 0.42768683412945957]","[-0.021786338408237592, 0.36072713399576545]","[-0.026034338843659185, 0.31083545712248567]","[0.02528863563430277, 0.34008335811417845]","[0.021837748391283034, 0.3369895632450765]","[0.025137658606655493, 0.39290419908627383]","[0.030192862935293174, 0.34367953136081764]","[0.025480549879986512, 0.30008187366645167]",[0.00029668211936950684],[-0.00026553869247436523],"[0.4722192883491516, 0.437211811542511]","[417, 719]"
999,"[-0.027104377388984593, 0.35917617340791147]","[-0.03383141330720123, 0.3587964570205683]","[-0.02713199940160578, 0.4273820543090595]","[-0.022596117392077668, 0.35984943696857336]","[-0.02704083439730008, 0.31010034312226464]","[0.02659070381020586, 0.3395717923697765]","[0.0229365384334765, 0.3362838692250879]","[0.026390259206476654, 0.3923685780304374]","[0.03178141399708762, 0.343381013304059]","[0.026819531769352728, 0.2996300788452916]",[0.00025400519371032715],[-0.0002792775630950928],"[0.47265633940696716, 0.4374426007270813]","[417, 719]"
49,"[-0.014586278918675762, 0.37148915862672444]","[-0.017657582886402377, 0.37441330565391123]","[-0.014527708615884968, 0.440110892769337]","[-0.012414697784376757, 0.3691525830031208]","[-0.014626872262408011, 0.3212025008971567]","[0.014223728168603749, 0.36915441515861697]","[0.012037627194453763, 0.36908315771348665]","[0.014278476210939858, 0.43758070883165673]","[0.017400675806186996, 0.36975689647544135]","[0.014174034403986808, 0.3194950954113875]",[-0.0006385743618011475],[-0.0004909038543701172],"[0.43923962116241455, 0.4410552382469177]","[1829, 750]"
50,"[-0.014667848186442737, 0.3708904953001616]","[-0.017746752738830394, 0.373859399149619]","[-0.014601128681786065, 0.43909791427571265]","[-0.012488821604772292, 0.3685296272467282]","[-0.014716894755413492, 0.3208572443112829]","[0.014312164340617259, 0.3688555588725101]","[0.0121169797656546, 0.3687805179400395]","[0.014364378449636917, 0.437036898738327]","[0.01749928019321916, 0.36946745653318924]","[0.014265248124691592, 0.3193374285638786]",[-0.0006166994571685791],[-0.0004992187023162842],"[0.4392946660518646, 0.44095900654792786]","[1829, 750]"
51,"[-0.013048741953437751, 0.36952659786859915]","[-0.015709571010351083, 0.37272034801402865]","[-0.012998144838759853, 0.43783749553336343]","[-0.011146518237246064, 0.3669509003071625]","[-0.013077742751108143, 0.3194349040471866]","[0.012927796289109637, 0.3678067383799924]","[0.010918880028308, 0.367702171913005]","[0.012969353067673967, 0.435739599320581]","[0.015857871253240945, 0.36832208729392013]","[0.012888765472591929, 0.31841638143857537]",[-0.0006931722164154053],[-0.0004438161849975586],"[0.4393027722835541, 0.4406627416610718]","[1829, 750]"
52,"[-0.013133284553519352, 0.36599884779706177]","[-0.015278041100961526, 0.367990755111261]","[-0.013003283009370141, 0.42754259015097246]","[-0.011521456211141283, 0.3641115917988353]","[-0.013266707444851046, 0.3196560596071668]","[0.01606941700567552, 0.3640527717246629]","[0.01317090841198248, 0.36411302667223955]","[0.016112411840341526, 0.43525327488932075]","[0.02063704029829495, 0.3645067882585552]","[0.01602197104858976, 0.31323731355079465]",[-0.0005164444446563721],[-0.0004373490810394287],"[0.4402603805065155, 0.44338223338127136]","[1829, 750]"
53,"[-0.011957426347127315, 0.3661833700892336]","[-0.013825197391301539, 0.36783266017248767]","[-0.011803607822372249, 0.42496283596232354]","[-0.01054315014108169, 0.3646009665586166]","[-0.012119915424889247, 0.32140402095323056]","[0.014411556182434138, 0.3629373519283628]","[0.011837741806312786, 0.36305419484230517]","[0.014436725951439081, 0.43396592508256193]","[0.018436523461337624, 0.36320496708764366]","[0.014379213301742863, 0.31214153435060465]",[-0.0005436241626739502],[-0.00042682886123657227],"[0.4392710030078888, 0.44321131706237793]","[1829, 750]"
54,"[-0.011259929958548916, 0.36447388807594405]","[-0.013014940989309895, 0.36671594961014925]","[-0.01109979453403232, 0.42331741947572815]","[-0.009922741991817047, 0.362686745047827]","[-0.011420834321077777, 0.32004071542007456]","[0.01358707411226291, 0.36385966264785735]","[0.011188963286732622, 0.363438849556003]","[0.01359214460471497, 0.4331885187346032]","[0.017311132699989164, 0.3648002762822608]","[0.013576559839446053, 0.31405660881152264]",[-0.00043657422065734863],[-0.00043958425521850586],"[0.4391048550605774, 0.44381511211395264]","[1829, 750]"
55,"[-0.011090796393851297, 0.36608581360777137]","[-0.012832019280082629, 0.36845962188543946]","[-0.010929172017766768, 0.4254517285148958]","[-0.00976760497331066, 0.36411912634974813]","[-0.011253052507354675, 0.3213183926917663]","[0.013426489228763954, 0.36502794565208824]","[0.011031931330261258, 0.36467500467690006]","[0.01343335646410294, 0.4352057320859096]","[0.017176486673576238, 0.36593390117533614]","[0.013415379996953214, 0.3147503114573826]",[-0.00043448805809020996],[-0.00043842196464538574],"[0.4391276240348816, 0.4444354772567749]","[1829, 750]"
56,"[-0.010813908574366822, 0.36477297925916435]","[-0.0125213297211682, 0.366736480444298]","[-0.010682506554383919, 0.4244658945470726]","[-0.009516081280245597, 0.3631272727807873]","[-0.010942678953030518, 0.3196146333375647]","[0.013166694125752628, 0.36171238127907096]","[0.01085809974994272, 0.3614188665648193]","[0.013183102414562053, 0.42945726427545794]","[0.016729753826859525, 0.36252458475275184]","[0.013144663633277959, 0.3128806953460859]",[-0.0004680454730987549],[-0.00041356682777404785],"[0.43919259309768677, 0.4438357949256897]","[1829, 750]"
57,"[-0.01117632019945859, 0.36398517537259634]","[-0.012937775098001576, 0.36602082680763653]","[-0.011036305350895422, 0.4238025623792851]","[-0.009837058611836749, 0.3622814093634962]","[-0.011314916128992068, 0.3187846695619832]","[0.013560866462001577, 0.3615566018137568]","[0.011190549388127776, 0.36129381814167655]","[0.013577389343949815, 0.4293578170702755]","[0.01721455656553307, 0.3623211602102776]","[0.013538447663385612, 0.3126756136729577]",[-0.0005387365818023682],[-0.0004030764102935791],"[0.4390881061553955, 0.4438421130180359]","[1829, 750]"
58,"[-0.010567191357655933, 0.3671841418873328]","[-0.01211866017546208, 0.3688226939617823]","[-0.010445273561785746, 0.4257071418307228]","[-0.009370234202203752, 0.36597410888735815]","[-0.010689596504803943, 0.32267781668433365]","[0.013097496008308035, 0.3629191553460238]","[0.01077098904118572, 0.36299368433021845]","[0.013125015933727868, 0.4317784720574458]","[0.01671327075416251, 0.3633705327135726]","[0.013059580704676324, 0.3134067384920064]",[-0.0004557967185974121],[-0.00039961934089660645],"[0.43903955817222595, 0.4448168873786926]","[1829, 750]"
59,"[-0.01041857388478214, 0.3660022848193332]","[-0.01196218307319509, 0.3676766027193739]","[-0.010305520628420132, 0.4239351390202079]","[-0.009230413379859755, 0.36471166359229656]","[-0.010531407589044382, 0.3218592496125328]","[0.012737731353160437, 0.3620151508392377]","[0.010485460325063074, 0.3620392881287961]","[0.012759898873634701, 0.43115462469340654]","[0.016233328066384684, 0.3624833844806632]","[0.01270788648039988, 0.3123565840125303]",[-0.00046825408935546875],[-0.0004463493824005127],"[0.4384234845638275, 0.444770872592926]","[1829, 750]"
60,"[-0.010743445160189996, 0.36243921406977236]","[-0.012290291559752642, 0.36469542565570684]","[-0.010622198672040539, 0.41969705600063795]","[-0.009539780220266119, 0.3606610598161409]","[-0.010863797809994316, 0.3188505844119314]","[0.012916976619224592, 0.3610930330457777]","[0.010647472428228263, 0.3606877188757143]","[0.012927018517242516, 0.43112845987987514]","[0.016410541158036553, 0.3619172438928309]","[0.012895041385910636, 0.3108929717441084]",[-0.0006224215030670166],[-0.0004911422729492188],"[0.4374244213104248, 0.4438766837120056]","[1829, 750]"
61,"[-0.011581303158325734, 0.3637707441027778]","[-0.013240372524112575, 0.3658314424153546]","[-0.01144519737919035, 0.4215907825734457]","[-0.010289210693404587, 0.3622010339189984]","[-0.01171710977645023, 0.319831413150398]","[0.014013372127064482, 0.36183931015456056]","[0.011529803042374609, 0.3615374220338593]","[0.014029674754589194, 0.4324976453995089]","[0.017858680304439163, 0.36258253106055177]","[0.013984043063204511, 0.31132746489562285]",[-0.0006508231163024902],[-0.00047132372856140137],"[0.43770933151245117, 0.4440336227416992]","[1829, 750]"
62,"[-0.013074083043209098, 0.36357979539194274]","[-0.014958689904407522, 0.36499921172517347]","[-0.012957863103225161, 0.4208681864633777]","[-0.011609772743192257, 0.3625982642210668]","[-0.013187207481537941, 0.31980577037716346]","[0.01627119200858395, 0.3599006176378069]","[0.013359940408515309, 0.3596599496006659]","[0.016291666204521577, 0.4290287849418916]","[0.020797863796000134, 0.36066283382762104]","[0.016231152121635426, 0.3102587249537116]",[-0.0006151199340820312],[-0.00045803189277648926],"[0.43825241923332214, 0.444126695394516]","[1829, 750]"
63,"[-0.012775895917764886, 0.3633503219333957]","[-0.014618788464830373, 0.3648547752984283]","[-0.012658046777250334, 0.4207445371537513]","[-0.0113436605466177, 0.36231204948929]","[-0.01289028043720955, 0.3195288504954914]","[0.015875978792837753, 0.3597906370558785]","[0.013037866868300616, 0.35950373597393237]","[0.015893621647731768, 0.4289767847045869]","[0.020288151261119092, 0.3605887766065498]","[0.015839796775293118, 0.31012915483340253]",[-0.0006106793880462646],[-0.00045055150985717773],"[0.4381791055202484, 0.4441753029823303]","[1829, 750]"
64,"[-0.012328976022703393, 0.3634597063059293]","[-0.01403106892144866, 0.36559909169250276]","[-0.012182113361000883, 0.4206543201082698]","[-0.010989845920575383, 0.36187982010812336]","[-0.012476800278035945, 0.3198984526740839]","[0.015035220903632766, 0.36062569553480095]","[0.012374888468272723, 0.3603116748097639]","[0.015053747977165625, 0.42996776679327353]","[0.01915401995096047, 0.36143385090841257]","[0.015006315351056558, 0.31084386890414906]",[-0.0006292164325714111],[-0.0004342198371887207],"[0.43750399351119995, 0.44395434856414795]","[1829, 750]"
65,"[-0.011897513308069577, 0.36315490189230365]","[-0.013536427014713163, 0.3653571967644315]","[-0.011755279173153941, 0.42023826600545544]","[-0.010607155450029946, 0.36151388710019405]","[-0.012040468486133347, 0.31965798458137856]","[0.014547496019040443, 0.36049074608033527]","[0.011966159400313673, 0.3600743984693054]","[0.01456430674764288, 0.43003386031469765]","[0.01855029060053581, 0.3613988565677353]","[0.014520156920731143, 0.3105828746725429]",[-0.0005998611450195312],[-0.0004546940326690674],"[0.4375242292881012, 0.44382739067077637]","[1829, 750]"
66,"[-0.009510322013573859, 0.3641557043913676]","[-0.010901756788232554, 0.36642851215975053]","[-0.00937965418768721, 0.4226209538153098]","[-0.008433235317322626, 0.3624141508544187]","[-0.009641963563359602, 0.3197824913584714]","[0.011572883390396653, 0.360984720286742]","[0.009550692936147846, 0.3607848798997378]","[0.011589408321518573, 0.4298335353138562]","[0.014688869012720273, 0.36176666003964963]","[0.01154998468900738, 0.31151380616099844]",[-0.0005418062210083008],[-0.000489354133605957],"[0.4383876621723175, 0.44392600655555725]","[1829, 750]"
67,"[-0.010127770776256269, 0.3647788116266126]","[-0.011607556828535386, 0.36701270137520176]","[-0.009988140095799451, 0.4236838883377557]","[-0.008982207897559302, 0.36309939398693836]","[-0.010268225154405364, 0.32014156791611403]","[0.01241524754114398, 0.3616800256304565]","[0.010226494388778175, 0.36145054039702]","[0.01243501075554095, 0.4307168950541854]","[0.015807357812106272, 0.36250025086505616]","[0.012388324305166554, 0.31211142167407296]",[-0.0005388855934143066],[-0.00046703219413757324],"[0.4386516809463501, 0.4440821409225464]","[1829, 750]"
68,"[-0.010754492933399416, 0.3611709788572242]","[-0.012274812303786613, 0.3632973620099703]","[-0.010602707049433462, 0.41775684190982515]","[-0.00957005434794601, 0.35949103773998486]","[-0.010911284821752316, 0.3180605104901916]","[0.012982471894977298, 0.3602364481957774]","[0.010717565514252557, 0.36002064956617863]","[0.013003880944394369, 0.42843067365068715]","[0.01647026153331292, 0.36093040486513056]","[0.012954590513370896, 0.31111827999598674]",[-0.0006372034549713135],[-0.0004738271236419678],"[0.4382306635379791, 0.4438314437866211]","[1829, 750]"
69,"[-0.01158560861314434, 0.3608788133535823]","[-0.013195843983158836, 0.3629604655504461]","[-0.01141873002737576, 0.41675814706776637]","[-0.010326322733899053, 0.3592634116357532]","[-0.011759533669110358, 0.3182243538137555]","[0.014042300392721767, 0.35976639521288173]","[0.011566654726973869, 0.3595251373675172]","[0.014062568161749995, 0.42787294311971663]","[0.017874538844163505, 0.36045166219670405]","[0.014014302878939719, 0.31067893288678944]",[-0.0006765425205230713],[-0.0004819035530090332],"[0.438276469707489, 0.44350600242614746]","[1829, 750]"
