,468,469,470,471,472,473,474,475,476,477,head_rotation_hor,head_rotation_ver,head_pos,looking_pos
349,"[-0.020861045414535238, 0.3798733752490165]","[-0.02398967971610811, 0.38004549557663775]","[-0.020882104222475203, 0.4494169629024401]","[-0.018441634637854823, 0.37994750320423587]","[-0.020814445865184234, 0.32850951383376925]","[0.03134494225820491, 0.3502365481313368]","[0.02520726844687478, 0.34914643523252054]","[0.0311233959996912, 0.41637938048436696]","[0.041385204872943296, 0.35182046760862234]","[0.03149297415436397, 0.3024171346548134]",[0.00031438469886779785],[-0.0003064870834350586],"[0.470081627368927, 0.43237704038619995]","[1903, 282]"
350,"[-0.01962754289605939, 0.3764801799325054]","[-0.022472684236926135, 0.37653718942397735]","[-0.019642931012794837, 0.44261634678047856]","[-0.01741898035504754, 0.3764777424115123]","[-0.01959583210278028, 0.32696407647433606]","[0.02931011098472013, 0.3480951541103697]","[0.023565714555800695, 0.34711308114799905]","[0.029134654595192253, 0.41283606510821147]","[0.03874167535739281, 0.349622543945579]","[0.029427202012796673, 0.30116938444664104]",[0.00042134523391723633],[-0.00031054019927978516],"[0.46951547265052795, 0.4323423504829407]","[1903, 282]"
351,"[-0.019719404570990053, 0.37813626738646444]","[-0.02263366187131137, 0.37838095102469416]","[-0.019736397878443786, 0.44496894935499803]","[-0.017466340497843177, 0.37804791900422724]","[-0.019683257537665883, 0.3280834584532813]","[0.02941893097860548, 0.3492844506241757]","[0.02366115577597919, 0.34822773031435456]","[0.029239145747870746, 0.41472238720632487]","[0.03886467212633394, 0.350853079920948]","[0.029534714725739604, 0.30188887978610995]",[0.0004207491874694824],[-0.00029596686363220215],"[0.4694865942001343, 0.4324571192264557]","[1903, 282]"
352,"[-0.020111766633155004, 0.38103243184666463]","[-0.02306311580613305, 0.381256798890391]","[-0.020149619291159007, 0.45001644269055746]","[-0.017822536782581805, 0.38098330911274386]","[-0.020053304304704388, 0.329722050737039]","[0.030113136891144227, 0.3535480316566093]","[0.024218253084916395, 0.35201587280251884]","[0.029902244347009003, 0.42070998198026527]","[0.03976916279913403, 0.35561699581257294]","[0.030247061756790792, 0.3050798386316063]",[0.00043073296546936035],[-0.0003611445426940918],"[0.4694593846797943, 0.43308424949645996]","[1903, 282]"
353,"[-0.020163449233733192, 0.38210680416404047]","[-0.0232047416990786, 0.382350003735803]","[-0.02019345731870107, 0.45203994378722423]","[-0.01781694038343148, 0.3820962372875305]","[-0.020107283384718084, 0.33032557235807025]","[0.03004995670530746, 0.35357430245810284]","[0.024157999502195937, 0.35216745436636343]","[0.0298506405287592, 0.42067230179596565]","[0.0397098804307332, 0.35549395171900666]","[0.030172588096931057, 0.3051389122281429]",[0.00037598609924316406],[-0.0003604888916015625],"[0.4692734479904175, 0.43308326601982117]","[1903, 282]"
354,"[-0.020538204851396333, 0.3786602026862746]","[-0.023514042689157858, 0.37906083823117825]","[-0.020549940569515687, 0.44738862403807245]","[-0.018219836083743994, 0.3785989614245545]","[-0.0205019401870259, 0.3277890072485189]","[0.031083705891626436, 0.3511734329610413]","[0.024958144355996283, 0.3496379408821169]","[0.030833689863240046, 0.4175745388378245]","[0.041125333036488826, 0.3532282589965583]","[0.031253244420024806, 0.30322102898940084]",[0.0003698766231536865],[-0.0003235936164855957],"[0.4699535667896271, 0.43234413862228394]","[1903, 282]"
355,"[-0.02028616402505383, 0.3780297387672249]","[-0.023244782547769266, 0.37849283239119974]","[-0.020284943614280352, 0.44648520057344115]","[-0.017985288740435326, 0.3778807714754646]","[-0.020267281222482968, 0.32737537114752696]","[0.030426034050846464, 0.350573602344741]","[0.024462350372253527, 0.3493167307985892]","[0.03021054751397014, 0.4165386466645195]","[0.04017975718691863, 0.3523476761073535]","[0.03056880018809614, 0.30288925648215903]",[0.0003547966480255127],[-0.0003128945827484131],"[0.46963807940483093, 0.4324074685573578]","[1903, 282]"
356,"[-0.021228788055107486, 0.3810592649484406]","[-0.024301948031253146, 0.38100054837122665]","[-0.021272612944064018, 0.4498273511661822]","[-0.018840433611888995, 0.38137541716462636]","[-0.021161849447898663, 0.3298463812759361]","[0.03237153675330293, 0.3522795313131464]","[0.0261089534265412, 0.3508303348696596]","[0.03213633530386291, 0.42003319199395117]","[0.042524773540091335, 0.3542825469588813]","[0.032523692311104496, 0.30349082634494196]",[0.0004133284091949463],[-0.0002582073211669922],"[0.470857173204422, 0.43317800760269165]","[1903, 282]"
357,"[-0.02152442952546161, 0.3830501098349306]","[-0.02462753301883641, 0.3830748797572639]","[-0.02156904756000759, 0.4524911078217453]","[-0.01910898775311726, 0.3832975657937803]","[-0.02145442815073721, 0.33138322013302596]","[0.03299623174210641, 0.3540282098767017]","[0.02663339628009739, 0.3524520937717081]","[0.032759975574426274, 0.42183538450198255]","[0.04327865663139264, 0.35616486131096464]","[0.03314354410512431, 0.30513055660571536]",[0.00042065978050231934],[-0.0002560615539550781],"[0.4710175096988678, 0.43339046835899353]","[1903, 282]"
358,"[-0.020870255741181287, 0.3829905858282725]","[-0.023900436306873434, 0.38288385045956064]","[-0.020914905528341497, 0.45070137302006974]","[-0.01851504935504534, 0.38324919359792786]","[-0.02079876429700185, 0.33216331699849133]","[0.031727587376820646, 0.35363132255269325]","[0.025545860560974017, 0.35213561963064727]","[0.031482147048004915, 0.42105874595053905]","[0.0417737074182805, 0.3557315171751087]","[0.031885022145428835, 0.30497752315101423]",[0.00031250715255737305],[-0.00027236342430114746],"[0.4705367982387543, 0.43325120210647583]","[1903, 282]"
359,"[-0.02089070951774088, 0.3809712356617555]","[-0.023863667939646876, 0.3808024404232355]","[-0.020899737817961804, 0.44783236891890776]","[-0.018571581613770063, 0.38118918927064044]","[-0.02086096847785694, 0.3307994225390237]","[0.0317624253142064, 0.35139304514594194]","[0.02555043557804926, 0.34989946739156497]","[0.031503524706253394, 0.41792591022107434]","[0.041892224512921204, 0.3534378414276227]","[0.03193893188507089, 0.30327799246314496]",[0.0003980696201324463],[-0.00031760334968566895],"[0.4706824719905853, 0.4328775405883789]","[1903, 282]"
360,"[-0.021263236281373582, 0.3799053956289601]","[-0.024379918181638833, 0.3795884581242079]","[-0.021288655266514862, 0.4471819257184221]","[-0.018851315630872122, 0.38030926003318327]","[-0.021219823146558993, 0.32965410128372546]","[0.03163542586876557, 0.35094097716788686]","[0.025433304463801015, 0.3493791597218231]","[0.031381929766789905, 0.41768276259359793]","[0.04181094610147399, 0.3530532347198874]","[0.031828225034527514, 0.3028219587526153]",[0.00027817487716674805],[-0.0003638267517089844],"[0.4693686068058014, 0.4327113628387451]","[1903, 282]"
361,"[-0.02026019251156684, 0.3789523386623742]","[-0.02315185948490378, 0.37866471361843906]","[-0.02029243062493812, 0.44524594854536576]","[-0.01801288264548156, 0.3792088995238295]","[-0.02021502013852345, 0.32916059304071055]","[0.030440983488963808, 0.35018407326148154]","[0.024478587724977165, 0.34851516270573624]","[0.03018631554810948, 0.4167749629601928]","[0.04020694513490558, 0.3524278637552051]","[0.030638419677082616, 0.3022053844663028]",[0.0003196895122528076],[-0.0003095269203186035],"[0.4697248339653015, 0.4327152967453003]","[1903, 282]"
362,"[-0.019135233973122855, 0.38085034649929084]","[-0.02191960930426865, 0.3814104220917663]","[-0.019157458234809063, 0.44942632388224896]","[-0.01697034034932808, 0.38042294814216043]","[-0.01909215438582392, 0.3298161301752569]","[0.02884406624607673, 0.35155425451680344]","[0.02325383006758973, 0.34978279897371506]","[0.02860849883989652, 0.41719879179943936]","[0.03794325592177101, 0.35383820380637754]","[0.029015635449625727, 0.3040100526166529]",[0.0005134940147399902],[-0.00027692317962646484],"[0.4705313742160797, 0.4333724081516266]","[1903, 282]"
363,"[-0.020443932420264974, 0.3820381426627477]","[-0.02350342174227247, 0.38269278993392475]","[-0.020469758446099176, 0.4508253998572775]","[-0.018078883694707417, 0.38164332354614566]","[-0.020391872481068794, 0.33084249865594617]","[0.030803299077485177, 0.3537957806865718]","[0.02484961820800781, 0.3518727122380967]","[0.030548614883215645, 0.42004653694906635]","[0.040440558264671266, 0.3561804624743408]","[0.030980291124565247, 0.3057551019094494]",[0.0003750920295715332],[-0.00029969215393066406],"[0.47017884254455566, 0.4335169792175293]","[1903, 282]"
364,"[-0.02239821790379815, 0.38369561853277073]","[-0.025648963382704608, 0.3835275067638552]","[-0.022492441021135914, 0.45361157178447925]","[-0.01986941734316427, 0.384062656077905]","[-0.022276391355971925, 0.3316273570082222]","[0.03393833718430871, 0.35462527148552553]","[0.02726121149510558, 0.35311196487757796]","[0.03368698579427436, 0.4218330335992626]","[0.04488509257031592, 0.35670313141461624]","[0.03408826166305707, 0.3060499206310818]",[0.0002772212028503418],[-0.00032269954681396484],"[0.47075459361076355, 0.4332028329372406]","[1903, 282]"
365,"[-0.0230218928670208, 0.3810013560913275]","[-0.02645245455116788, 0.380968111566891]","[-0.023089804381875398, 0.45079587598279186]","[-0.020369616914848263, 0.38128952716216497]","[-0.022927181269768625, 0.32936414002220604]","[0.034363278503082385, 0.35114587526964425]","[0.027641572697855814, 0.3502381856857157]","[0.034133104707793904, 0.416821892780134]","[0.04535456661673279, 0.3526061723644826]","[0.034500628067718926, 0.30352540399603184]",[0.00032654404640197754],[-0.0003809630870819092],"[0.4703373610973358, 0.43258750438690186]","[1903, 282]"
366,"[-0.021498410071837025, 0.38093741450513946]","[-0.024702843147032576, 0.38114539178650836]","[-0.021446380394451025, 0.4497510617441414]","[-0.019021424753059825, 0.38099640427477854]","[-0.0215326211208174, 0.3300415628932879]","[0.03199452785330218, 0.35183277050869877]","[0.0256975983933822, 0.35060191485662556]","[0.03175195773009442, 0.4186318923544383]","[0.04235437681510232, 0.35358397767571653]","[0.032174178923506776, 0.30366092776282605]",[0.0003425180912017822],[-0.0003497600555419922],"[0.4700922667980194, 0.4328400492668152]","[1903, 282]"
367,"[-0.021827299161947967, 0.3806355037488144]","[-0.025017509743922813, 0.38067424360548513]","[-0.021778522294701376, 0.4490656762055719]","[-0.0193513772412114, 0.3807693137077414]","[-0.021860012481944954, 0.3298876533372494]","[0.03268487469058299, 0.35136126936117773]","[0.026281046165280143, 0.3500993659942363]","[0.032438158676875356, 0.4176579890887608]","[0.04316425194618226, 0.3530886737236844]","[0.03286086373282722, 0.3033925165006677]",[0.00037044286727905273],[-0.00034993886947631836],"[0.47044292092323303, 0.43279653787612915]","[1903, 282]"
368,"[-0.018745682873143373, 0.3781559318971229]","[-0.02143766105124382, 0.37814909883773457]","[-0.01874589824451871, 0.4450375515248034]","[-0.016649170434702966, 0.37824649325259574]","[-0.018726041869029538, 0.32821295979242304]","[0.02830859763126313, 0.3499819525694013]","[0.022823920447140243, 0.3485781902809844]","[0.028094009405476142, 0.41535591736463034]","[0.03722365968338759, 0.35194435542716307]","[0.028464633501860723, 0.302605672045127]",[0.00042933225631713867],[-0.00023350119590759277],"[0.47029781341552734, 0.4336663484573364]","[1903, 282]"
369,"[-0.02035766404273999, 0.3826913744092104]","[-0.023407035136896327, 0.3831373579036991]","[-0.020374847677509335, 0.45247835684588833]","[-0.01799959086754722, 0.38247485249658053]","[-0.020311486739683117, 0.33097191940685455]","[0.030616861153390833, 0.35341581087761514]","[0.02464933038510345, 0.35203048974802315]","[0.030388115168921245, 0.42011961026181205]","[0.04034886740119083, 0.355308662755996]","[0.03076284550054886, 0.3051189067919244]",[0.0003458559513092041],[-0.00028264522552490234],"[0.47013115882873535, 0.4337841868400574]","[1903, 282]"
370,"[-0.021098704176717366, 0.3814010984684781]","[-0.024344752435491984, 0.3817505333376366]","[-0.02115630592472497, 0.45196863291511935]","[-0.018604633379682423, 0.3812044294824151]","[-0.021010882418897217, 0.3292534931449061]","[0.03202440739338006, 0.35180916316188593]","[0.025741000623871194, 0.3504330183962484]","[0.0317870559943762, 0.41769373052826253]","[0.04231327650684263, 0.3536908187275344]","[0.0321773434573638, 0.30404905493822304]",[0.0003459751605987549],[-0.0003528296947479248],"[0.47019338607788086, 0.43236151337623596]","[1903, 282]"
371,"[-0.02036314003612759, 0.3776056680029258]","[-0.023388267451815256, 0.3780562196764393]","[-0.020425092273232897, 0.4466580557851203]","[-0.018018584184429386, 0.37744916527106726]","[-0.020275410707001774, 0.32640294625151306]","[0.03095083377375409, 0.3496113253557104]","[0.024884545421682884, 0.3484691915958708]","[0.03073085783353759, 0.41533548419867705]","[0.040893613110256036, 0.3513208593208593]","[0.031095072226119017, 0.3020261937623497]",[0.0004398822784423828],[-0.0002987682819366455],"[0.4701663851737976, 0.43198686838150024]","[1903, 282]"
372,"[-0.021657889583498603, 0.3776229712746544]","[-0.024643950985739103, 0.37703373615256863]","[-0.021829914460139363, 0.44239452669568735]","[-0.019318042650786328, 0.3782240916843442]","[-0.021464748511543952, 0.32830297662681424]","[0.033357470896080314, 0.3512403316047908]","[0.02680118488617953, 0.3499222155387263]","[0.03309949071510992, 0.4176143418344801]","[0.04408017152999517, 0.35305389375545004]","[0.03352432269975527, 0.303162968530309]",[0.00039067864418029785],[-0.0002790391445159912],"[0.4709729552268982, 0.4335327744483948]","[1903, 282]"
373,"[-0.020293362634598477, 0.3806335852846133]","[-0.023397490466088664, 0.3804508617342634]","[-0.020367500584653617, 0.4490686383350356]","[-0.017913316069238107, 0.3809693217635905]","[-0.020193243246640746, 0.3295517500137957]","[0.03044967788081211, 0.352658012840781]","[0.02447926967037909, 0.35188899889948166]","[0.03025453714469392, 0.4192323190671286]","[0.04021394699891185, 0.35391047844717566]","[0.030568140780102556, 0.30449516264108795]",[0.00025334954261779785],[-0.0002543628215789795],"[0.46997231245040894, 0.4336954355239868]","[1903, 282]"
374,"[-0.02147368556662053, 0.38195020027788745]","[-0.024721133797419827, 0.38240295980088285]","[-0.02145182896394894, 0.4528194269672356]","[-0.018964627245872955, 0.38184527949596264]","[-0.021464896721469347, 0.329878592937965]","[0.0324584831386235, 0.35359126877096125]","[0.026070495351142198, 0.35171460356080614]","[0.03218784305411833, 0.42045658138771014]","[0.0429428009922134, 0.3559440394123722]","[0.03265010737239335, 0.30520245378580313]",[0.0002735555171966553],[-0.0003069937229156494],"[0.4707781970500946, 0.4334385395050049]","[1903, 282]"
375,"[-0.020419396302980106, 0.38126435016809973]","[-0.023569600998034224, 0.38169750843214545]","[-0.020369055149119346, 0.45062580358312315]","[-0.018002414768451172, 0.3810320627618562]","[-0.020444793167391066, 0.3301048839905653]","[0.030233071180656382, 0.35129922376517303]","[0.024283186327760175, 0.34981166815876547]","[0.029999357389092613, 0.4178206359308095]","[0.0400308587165363, 0.35325125917944317]","[0.030406869075168434, 0.3032126166473316]",[0.0002505779266357422],[-0.0003021657466888428],"[0.47007104754447937, 0.4333220422267914]","[1903, 282]"
376,"[-0.02102475010971069, 0.37815637042159067]","[-0.02427963999947788, 0.3787655428313173]","[-0.0209753708857505, 0.44734777573948237]","[-0.01852843345729036, 0.37781953675310576]","[-0.021049595493335176, 0.32733921143996425]","[0.0310310671432325, 0.349960608127818]","[0.02496657857189835, 0.3486155321785576]","[0.03078340918494001, 0.4147922853350147]","[0.04096702969969937, 0.3518448983852203]","[0.03121397346937063, 0.30292860275717876]",[0.00035190582275390625],[-0.0003236830234527588],"[0.46976351737976074, 0.43231290578842163]","[1903, 282]"
377,"[-0.021111533939998445, 0.3789487223760352]","[-0.024203130510267748, 0.37886912468561296]","[-0.021199466526076738, 0.4466240274879487]","[-0.018712673106475966, 0.3791472004321891]","[-0.02100112652903886, 0.32845612273057184]","[0.0322155160548705, 0.3515898642795398]","[0.02597458198928506, 0.3500717785072929]","[0.03196022008920895, 0.41702523241101164]","[0.04235965574715469, 0.3537059024093501]","[0.032392141519620575, 0.3041215426864409]",[0.0005293190479278564],[-0.00026553869247436523],"[0.47128379344940186, 0.4331907033920288]","[1903, 282]"
378,"[-0.019907107192841052, 0.38035279648191855]","[-0.022624333120562345, 0.38062433744757]","[-0.019945743487078647, 0.44774189433362993]","[-0.017763691473977532, 0.3803304717531307]","[-0.019848784858574574, 0.32988725587353585]","[0.030710841259857343, 0.35083733449579335]","[0.024763676536852935, 0.34942310630528317]","[0.030456512459019456, 0.4157634260415727]","[0.04034636239661013, 0.3528570574180773]","[0.030887276545568783, 0.30363189299022963]",[0.0005310177803039551],[-0.00026088953018188477],"[0.4714983105659485, 0.4339134395122528]","[1903, 282]"
379,"[-0.019754152392613043, 0.38177472096924886]","[-0.022524363402718826, 0.3820554832541369]","[-0.01981444254322438, 0.45020906833534335]","[-0.017579535302489614, 0.3817703103660108]","[-0.019672300154223166, 0.33068830894215556]","[0.02990489292724271, 0.35252294163074005]","[0.02412847284876123, 0.35103658232431656]","[0.029666048440161585, 0.4181655552003803]","[0.03925263053724894, 0.35459639508670304]","[0.030067295071983836, 0.3048858490350329]",[0.00043079257011413574],[-0.0002955794334411621],"[0.47069036960601807, 0.43408381938934326]","[1903, 282]"
380,"[-0.02259065329009783, 0.38316021157831576]","[-0.02587996714390372, 0.38339741962892343]","[-0.022641428176956534, 0.45223519959530434]","[-0.020031901620482784, 0.383268243056827]","[-0.02251233613048381, 0.33186394739646385]","[0.033929451206549215, 0.3535454601286365]","[0.027374368028575864, 0.3519039168485897]","[0.03366557709129414, 0.41974245821381206]","[0.04453198441442828, 0.35569371038476716]","[0.03410594201300849, 0.3055383998024944]",[0.00024312734603881836],[-0.0003198683261871338],"[0.4704573154449463, 0.434575617313385]","[1903, 282]"
381,"[-0.022215793292864817, 0.3823773532529148]","[-0.02551792823538834, 0.38240476024628023]","[-0.022180235960793153, 0.45129606905220016]","[-0.01965995527508213, 0.3825895704526965]","[-0.02222626016690088, 0.33141434741355214]","[0.033300616258208945, 0.3513378681757663]","[0.026884433138165055, 0.34993041615435283]","[0.0330629345582522, 0.41654414897857633]","[0.043672398975314136, 0.3532017117319561]","[0.033465995071031276, 0.30391051939284025]",[0.00032779574394226074],[-0.0003261566162109375],"[0.47065457701683044, 0.43444907665252686]","[1903, 282]"
382,"[-0.02109609944696479, 0.3800848923677098]","[-0.024255172881224644, 0.3803236566487945]","[-0.021067269265443975, 0.4498502674177628]","[-0.018654712994963702, 0.38013368879367154]","[-0.0211012824494183, 0.3287391500829655]","[0.03184914612935708, 0.34998284713542543]","[0.025597013298600656, 0.34812905768107316]","[0.03157034438084292, 0.41570049143727716]","[0.04211078698250714, 0.3523884327258425]","[0.03205971562767959, 0.3024012188612313]",[0.0003185868263244629],[-0.0002796947956085205],"[0.4710211157798767, 0.43305689096450806]","[1903, 282]"
383,"[-0.021288197119931438, 0.37828874483502006]","[-0.024404928479479327, 0.37847610550365274]","[-0.021318427731905912, 0.4473293729147021]","[-0.01886781022876022, 0.378416968641689]","[-0.021234685327606747, 0.3272965194222482]","[0.03249572444290002, 0.3493114183454963]","[0.02611750008556662, 0.3475575453081615]","[0.03221171867876549, 0.4149845649190363]","[0.04295916184385345, 0.35164609721645584]","[0.03270774664489222, 0.3018034866971531]",[0.0004070103168487549],[-0.00027629733085632324],"[0.47142207622528076, 0.4328495264053345]","[1903, 282]"
384,"[-0.021038465084185148, 0.38019316643622375]","[-0.024137165135074152, 0.38031086616429416]","[-0.021085175603637502, 0.44926863634023473]","[-0.01863736704299665, 0.3802398186147286]","[-0.020968733520181183, 0.32898275309948916]","[0.031832222657118485, 0.35128539402786874]","[0.025612252879739623, 0.3500768444748984]","[0.0316234869461444, 0.41770823246417127]","[0.04203148894370835, 0.3530961266383954]","[0.031973179881429704, 0.3033714319280156]",[0.0004445016384124756],[-0.00024297833442687988],"[0.47097545862197876, 0.4336531162261963]","[1903, 282]"
385,"[-0.020236819372005672, 0.38076930792125635]","[-0.023058823829032415, 0.38062767475750786]","[-0.020269546093467757, 0.4480580656544705]","[-0.018024382548004137, 0.3809653248130117]","[-0.02018908892252204, 0.33036925987469723]","[0.030557857132008863, 0.35152721622746524]","[0.024588249591457507, 0.35022825668810315]","[0.03035063313416075, 0.4178914904718294]","[0.040309933429869854, 0.35341755919549056]","[0.030695226778452614, 0.30361689297614863]",[0.000374525785446167],[-0.00027102231979370117],"[0.47066378593444824, 0.43365657329559326]","[1903, 282]"
386,"[-0.020984505230184036, 0.3807381437601465]","[-0.023957656116885058, 0.38077531360392186]","[-0.02101340939402579, 0.4485144652552583]","[-0.018658965793719798, 0.3808927798766832]","[-0.02093658776704767, 0.3301509569592955]","[0.031617015574207784, 0.35189585300661763]","[0.02545137277570172, 0.35065359431924115]","[0.031405898254399996, 0.4182318909276473]","[0.04168060130994906, 0.35371717777715767]","[0.03175584047079299, 0.3039513043130751]",[0.000356525182723999],[-0.00026613473892211914],"[0.47062844038009644, 0.4334299564361572]","[1903, 282]"
387,"[-0.020574213763879995, 0.3806679201894353]","[-0.023481348098126437, 0.3806978453018618]","[-0.020602198519412456, 0.4480658659573609]","[-0.01830123743588507, 0.3807945145858756]","[-0.020529618847005847, 0.3302500472912177]","[0.030994306184377228, 0.35177580190136015]","[0.024953516712796844, 0.3505603106543286]","[0.030789452220667674, 0.41810719695522]","[0.04085037594277035, 0.3535856534333015]","[0.03112825411565312, 0.30385936004114816]",[0.00036278367042541504],[-0.00025656819343566895],"[0.4706059396266937, 0.4335205852985382]","[1903, 282]"
388,"[-0.02186663221947865, 0.3806420987420583]","[-0.02518048869892607, 0.3811192654990758]","[-0.021904404487292126, 0.4509400615399202]","[-0.019309355238045986, 0.3805467326139014]","[-0.021799494320675333, 0.32880990338200783]","[0.03286637182192905, 0.35065476054705114]","[0.026443432609088286, 0.3490534037306996]","[0.03260559375635877, 0.4165207284295349]","[0.04336963378136923, 0.3527956158982798]","[0.033054786402877304, 0.3029473582379189]",[0.0003076791763305664],[-0.00031438469886779785],"[0.4704800546169281, 0.43355754017829895]","[1903, 282]"
389,"[-0.021746837311670184, 0.37950540246857434]","[-0.02505762493456288, 0.379954651118669]","[-0.02175940004011594, 0.4496008037096838]","[-0.019194195200784924, 0.3794391756833365]","[-0.021704983339384046, 0.32793350555556755]","[0.0327924696462442, 0.35051359902061074]","[0.026391551934680384, 0.34890178660256677]","[0.03253302259477017, 0.4161561441519083]","[0.04325593474739195, 0.35266599718800423]","[0.03298392530846895, 0.3029365670780301]",[0.0003139674663543701],[-0.0003014206886291504],"[0.4706311523914337, 0.4333626627922058]","[1903, 282]"
390,"[-0.020662551061597288, 0.38041000364986927]","[-0.023700469674577573, 0.3805437458717653]","[-0.020604102103492616, 0.4485046942209922]","[-0.018307874575859497, 0.3804590251888474]","[-0.02070528393923875, 0.3299954160220901]","[0.031174651569230976, 0.3524203380856059]","[0.02501941688708602, 0.35100750761794924]","[0.030916687280442362, 0.4192316490127295]","[0.041316029548885594, 0.35441844355581176]","[0.03136287576071389, 0.30421782151223886]",[0.0003724396228790283],[-0.000250011682510376],"[0.4708733856678009, 0.43387025594711304]","[1903, 282]"
391,"[-0.021040743259160007, 0.38126518159959394]","[-0.024111801872490547, 0.38137005719551964]","[-0.020980314088329222, 0.44974091976074704]","[-0.01865544239276713, 0.3813817348726157]","[-0.021083122982930996, 0.330587811694012]","[0.03215797257184198, 0.3528469001792875]","[0.025830446248955266, 0.3512443774922627]","[0.031869330851177345, 0.4194474892890632]","[0.042529600577237286, 0.35501184632878285]","[0.03236756920686091, 0.3046908570806398]",[0.0004000067710876465],[-0.0002601742744445801],"[0.4713970720767975, 0.4338456094264984]","[1903, 282]"
392,"[-0.02176250110992439, 0.381132327944194]","[-0.02493176084301432, 0.38152615902126813]","[-0.02180593507855284, 0.450667631075538]","[-0.01929415720565443, 0.3810426206587858]","[-0.02169068615585713, 0.3296466530105762]","[0.03310644078543399, 0.3496073165554602]","[0.026653522899075556, 0.3477259949560895]","[0.032814591339686464, 0.41572248879963347]","[0.043635359842113274, 0.35200181379094386]","[0.03332764242324671, 0.3018010517753589]",[0.0004183650016784668],[-0.00026670098304748535],"[0.4714767038822174, 0.4332033395767212]","[1903, 282]"
393,"[-0.0214651116236271, 0.37979058221603323]","[-0.02460616002488899, 0.3802328514260832]","[-0.02150302674200216, 0.4487862236360475]","[-0.019021883613700726, 0.37963089410155726]","[-0.021400509016809295, 0.32866002322464144]","[0.03249015661986941, 0.3490564342386192]","[0.026160156468898254, 0.3473559861015741]","[0.032215632660996106, 0.4148604780753217]","[0.04282439648141871, 0.3512703681694656]","[0.03269983803841975, 0.3014497825942919]",[0.00040981173515319824],[-0.0002532005310058594],"[0.4712841510772705, 0.43299487233161926]","[1903, 282]"
394,"[-0.020544289319872847, 0.3796105689223972]","[-0.02350434379628089, 0.3797181958373169]","[-0.020548241633975065, 0.4472928637272601]","[-0.018240264629761728, 0.37966826606510484]","[-0.02052277618914558, 0.3292070001027438]","[0.03120227494549645, 0.3513079242947215]","[0.02503633359959829, 0.34975557149153896]","[0.030925532469235205, 0.4180464660766702]","[0.04135283632947184, 0.35343136433576]","[0.03139890399830702, 0.3031830669216]",[0.0003763139247894287],[-0.00026151537895202637],"[0.47104740142822266, 0.43326514959335327]","[1903, 282]"
395,"[-0.020135347642386912, 0.3810051383400202]","[-0.02302014498656649, 0.3810960305536352]","[-0.02013290791755769, 0.44862945768057977]","[-0.01788766130022739, 0.38110062415326224]","[-0.020120200488889524, 0.330597266416456]","[0.030471723644883524, 0.351461399312972]","[0.024442529124173565, 0.3499278178200636]","[0.030214813393174736, 0.4180962343384409]","[0.04041223887521787, 0.3535667416147074]","[0.030654682650089582, 0.3034116838180182]",[0.00035500526428222656],[-0.00023865699768066406],"[0.4708992540836334, 0.43354204297065735]","[1903, 282]"
396,"[-0.020155544186103852, 0.38120523251156485]","[-0.023129039756850163, 0.38153751223723714]","[-0.02015307094414387, 0.45043062456511]","[-0.017850394214661315, 0.3810926877077905]","[-0.02013669398848212, 0.32997592999286357]","[0.030214602622038886, 0.35028037456500466]","[0.024389900715298753, 0.34888761509797706]","[0.030010600737671166, 0.4155697266736622]","[0.03966135224229673, 0.3522055443889634]","[0.030357001938260107, 0.30292049167356955]",[0.000462263822555542],[-0.0002886950969696045],"[0.4706690013408661, 0.4333970248699188]","[1903, 282]"
397,"[-0.022307921667211118, 0.381833691091655]","[-0.02553772556386167, 0.3823260428053023]","[-0.022405293329310478, 0.4515874400465144]","[-0.019790589804423223, 0.3816367995926887]","[-0.022183229118095105, 0.33003264109279584]","[0.03397488660071108, 0.35041053922272775]","[0.027322738218941968, 0.3490226260316687]","[0.03371605355408202, 0.4154972471073711]","[0.04484627009050206, 0.35238783785126837]","[0.034139447880886235, 0.3031775326273122]",[0.000357210636138916],[-0.00028946995735168457],"[0.4711555242538452, 0.43330010771751404]","[1903, 282]"
398,"[-0.022059158358092742, 0.3801948367998442]","[-0.025364138623807132, 0.38087150989970275]","[-0.022135303548440597, 0.45046607362543767]","[-0.019502701853722156, 0.37980767552488287]","[-0.02195544675642595, 0.3283441558161612]","[0.033108606963704865, 0.34889213832329186]","[0.026635599663308807, 0.34762073422768797]","[0.032858579607641505, 0.41364507574050047]","[0.04369373131336752, 0.3507626526560319]","[0.033279448645998806, 0.3019209896002226]",[0.00032639503479003906],[-0.0003077387809753418],"[0.4707525372505188, 0.4329894781112671]","[1903, 282]"
399,"[-0.02107277163812395, 0.3793082086890746]","[-0.024164944334992035, 0.3797547084438369]","[-0.021134823118009148, 0.4482282279078259]","[-0.01867717380125708, 0.37900688254563974]","[-0.020994486582019543, 0.3281189659406776]","[0.03148522141535734, 0.3513892858055627]","[0.02534116682754634, 0.3500261064457926]","[0.03127164142762857, 0.4187526546126716]","[0.0415610840547491, 0.35325321748067173]","[0.03163715218388051, 0.30289216805457087]",[0.00039327144622802734],[-0.00030368566513061523],"[0.4708954989910126, 0.4338803291320801]","[1903, 282]"
